class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125
citric-acid,0.1402458,0.07522731,0.02005057,-0.03162726,-0.08162071,-0.121949,-0.1485291,-0.1639816,-0.1696743,-0.1738918,-0.1773888,-0.1777713,-0.1674613,-0.1486321,-0.1190383,-0.08681777,-0.0716828,-0.08762316,-0.11236,-0.1228415,-0.1223564,-0.1163731,-0.1069734,-0.09711535,-0.08976354,-0.08555602,-0.08522043,-0.08687706,-0.09107506,-0.09799781,-0.1048181,-0.1117366,-0.1182788,-0.1242006,-0.1279128,-0.1275224,-0.1230799,-0.1205576,-0.1193569,-0.1079043,-0.07696133,-0.03806724,-0.02277564,-0.03542288,-0.05187556,-0.0708667,-0.1008507,-0.1282898,-0.141603,-0.1396952,-0.1222482,-0.08736954,-0.05194109,-0.03880754,-0.04192438,-0.04548083,-0.04078124,-0.03450476,-0.02628143,-0.01693142,-0.01754585,-0.01739848,-0.011793,-0.004786887,0.001254407,0.006660049,0.01118927,0.01534343,0.01895675,0.02305047,0.02967667,0.04331899,0.07080144,0.1135293,0.1487032,0.1523889,0.1426363,0.1349052,0.1295563,0.1269006,0.1313569,0.1333953,0.136983,0.1529915,0.1817379,0.2271558,0.2882521,0.3605026,0.4443009,0.5435501,0.6603829,0.7310248,0.682955,0.5959074,0.5475134,0.5337008,0.542089,0.5649527,0.5978189,0.6372592,0.6792554,0.7210445,0.7607279,0.7989799,0.8315399,0.8546001,0.8710455,0.8838844,0.8938001,0.9005491,0.905746,0.9078811,0.9052829,0.8979918,0.8885772,0.87851,0.8673409,0.8547084,0.8422569,0.8293472,0.8163707,0.8055158,0.7981314,0.790989,0.7875638
citric-acid,0.1709671,0.1037837,0.04841141,-0.002493467,-0.05195345,-0.09275403,-0.1190213,-0.1326711,-0.1391745,-0.1439097,-0.1465914,-0.1460334,-0.1345318,-0.1144314,-0.08258997,-0.04898378,-0.03401432,-0.05038626,-0.07426922,-0.08439477,-0.08394358,-0.07713582,-0.06726526,-0.05745806,-0.04976514,-0.04556966,-0.04609944,-0.04857054,-0.05275421,-0.05961285,-0.06694657,-0.07463153,-0.08139358,-0.0872947,-0.09141178,-0.09064651,-0.08585169,-0.08335724,-0.08204746,-0.06982913,-0.03755902,0.002438666,0.01863181,0.006014576,-0.01121339,-0.03092936,-0.06222958,-0.09029473,-0.1040602,-0.1019955,-0.08338831,-0.04713709,-0.0106609,0.002889863,0.000141866,-0.003192165,0.001833684,0.008601758,0.01747512,0.02708244,0.02669268,0.02694988,0.0327206,0.04001895,0.04591168,0.05129188,0.05589055,0.05992386,0.06374098,0.06818052,0.07499435,0.08934742,0.1176071,0.1606498,0.1958744,0.2001918,0.1909269,0.1826499,0.1769462,0.1740155,0.1786569,0.1810226,0.1846503,0.2012294,0.2308519,0.2765339,0.3378171,0.409454,0.4919045,0.5892218,0.7018847,0.7685221,0.7231249,0.6408988,0.5955932,0.5834885,0.5923996,0.6147048,0.6467246,0.6846051,0.7248324,0.7642148,0.800947,0.8367972,0.8663793,0.8877937,0.9028804,0.913993,0.9222165,0.9281859,0.9325002,0.933267,0.9308065,0.9232658,0.9133869,0.9037482,0.8934814,0.8808753,0.8679788,0.8556187,0.8429727,0.8322271,0.8247582,0.8176668,0.8134226
citric-acid,0.1415208,0.07408666,0.01692668,-0.03251676,-0.08121126,-0.1235327,-0.1501571,-0.1644566,-0.1706409,-0.1755725,-0.1785364,-0.1782659,-0.168595,-0.1502656,-0.1202274,-0.08811914,-0.07398383,-0.0900626,-0.1135281,-0.123604,-0.1236169,-0.1172137,-0.1078841,-0.09861043,-0.09145665,-0.08709758,-0.08701938,-0.08932815,-0.09344463,-0.1001893,-0.1068353,-0.1140675,-0.1206327,-0.1263807,-0.1304083,-0.129932,-0.1254325,-0.1227656,-0.1218069,-0.1102725,-0.07954856,-0.04127315,-0.02621583,-0.03833865,-0.05470296,-0.0739961,-0.1038743,-0.1311688,-0.1442602,-0.1427617,-0.1252031,-0.09050099,-0.05538231,-0.04233395,-0.0452774,-0.04855409,-0.04411906,-0.03784535,-0.02959029,-0.02032593,-0.02095883,-0.02078076,-0.01532095,-0.008345214,-0.002369751,0.002723374,0.007469958,0.01128151,0.01482901,0.01913981,0.02581772,0.03929446,0.06669738,0.109293,0.1437967,0.1478329,0.1384634,0.1303982,0.1248911,0.1220496,0.1267835,0.1289477,0.1322971,0.1483991,0.1775714,0.2229933,0.2840456,0.3563716,0.4403779,0.5394461,0.6559914,0.7252207,0.6765636,0.5903808,0.5434446,0.5304748,0.5387895,0.5617261,0.5946566,0.6338381,0.6753405,0.7168627,0.7562292,0.7944763,0.8258132,0.8485151,0.8653124,0.8776938,0.8869082,0.8940576,0.8989426,0.9011704,0.8986583,0.8915038,0.8819408,0.8714482,0.8605476,0.8483655,0.8355106,0.8224595,0.8097646,0.7994124,0.7914456,0.7845841,0.7816627
citric-acid,0.1368366,0.07181494,0.01767401,-0.03337607,-0.08191552,-0.124116,-0.1505047,-0.1659894,-0.1711884,-0.1763572,-0.1802312,-0.1794017,-0.1698127,-0.1510883,-0.1213454,-0.0893189,-0.07535405,-0.09143412,-0.1147029,-0.1241915,-0.1245834,-0.1184513,-0.1093466,-0.09992643,-0.09245377,-0.08867919,-0.08843999,-0.090529,-0.09495416,-0.1016591,-0.1083479,-0.1156308,-0.1221506,-0.1280073,-0.1316865,-0.1314943,-0.1271032,-0.1243063,-0.1231173,-0.1117117,-0.08109907,-0.04264265,-0.027633,-0.04000563,-0.05652427,-0.07529429,-0.1053604,-0.1328085,-0.1459571,-0.1441111,-0.1266654,-0.09201546,-0.05693624,-0.04410218,-0.04704347,-0.05051289,-0.04570195,-0.03933357,-0.0312583,-0.02194316,-0.02256847,-0.02250013,-0.01696582,-0.009894652,-0.0041077,0.001062892,0.00570598,0.009597498,0.01315509,0.01733011,0.02396437,0.03754288,0.06501339,0.1072933,0.1420791,0.1460318,0.1363377,0.1284056,0.1230542,0.1203627,0.1247872,0.1269837,0.1307358,0.1466679,0.1758225,0.2211826,0.2825149,0.3546511,0.4387923,0.5382656,0.6547976,0.7238666,0.6751583,0.5894901,0.542146,0.5292823,0.5380945,0.5608125,0.5937387,0.6333477,0.675286,0.7163001,0.7556362,0.7937005,0.8252274,0.8477773,0.8645037,0.8772883,0.885986,0.8927903,0.898272,0.9002427,0.8980694,0.8906076,0.880474,0.8707894,0.859773,0.8472884,0.834933,0.8215225,0.8090973,0.7989179,0.7910796,0.7839391,0.7807134
citric-acid,0.1356519,0.0682604,0.01282831,-0.03772583,-0.08770008,-0.1299541,-0.1562612,-0.1703974,-0.1770588,-0.182309,-0.1847667,-0.1846295,-0.1746551,-0.1552673,-0.1257192,-0.09370796,-0.07920598,-0.09478103,-0.1187024,-0.1287964,-0.1287735,-0.1221997,-0.11296,-0.1032853,-0.09628145,-0.09192739,-0.091894,-0.09440364,-0.09871583,-0.1051313,-0.1117281,-0.1192846,-0.1255646,-0.1315056,-0.135571,-0.135241,-0.1304142,-0.1280591,-0.1269979,-0.1153663,-0.08427022,-0.04569545,-0.0305313,-0.04267918,-0.05958648,-0.07917112,-0.1092462,-0.1368463,-0.150608,-0.1489047,-0.1309401,-0.09565326,-0.06019704,-0.04689311,-0.04986772,-0.0532662,-0.0485228,-0.0421693,-0.03362352,-0.0244624,-0.02500412,-0.02485586,-0.01940584,-0.01229414,-0.006429891,-0.001145078,0.003474072,0.00738418,0.01093466,0.01521554,0.02195971,0.03566289,0.06338502,0.1062145,0.141065,0.145178,0.1357983,0.1276603,0.1219254,0.1191794,0.1239192,0.1258995,0.129334,0.145865,0.1755729,0.2214767,0.2840488,0.3576799,0.443432,0.5458754,0.6661463,0.736701,0.6859754,0.5976741,0.5498648,0.5368617,0.5460238,0.5701085,0.6043344,0.6451455,0.6888126,0.7321414,0.7729141,0.8122598,0.845248,0.868635,0.8857463,0.8981877,0.9080527,0.9149391,0.9195141,0.9216676,0.9188225,0.910831,0.9004153,0.8898177,0.87812,0.8650032,0.8515165,0.8378626,0.8245503,0.8134407,0.8054024,0.7981004,0.7944587
citric-acid,0.1632293,0.09809757,0.04146612,-0.009928694,-0.05739453,-0.09914595,-0.1267253,-0.139666,-0.1464392,-0.1504977,-0.1539001,-0.1530062,-0.1429055,-0.123023,-0.09224669,-0.05886531,-0.04350568,-0.05975469,-0.08404425,-0.09447438,-0.09466247,-0.08804023,-0.07749849,-0.06799897,-0.06023487,-0.05571117,-0.05481364,-0.05671871,-0.06137374,-0.06754179,-0.07438025,-0.08155061,-0.08812048,-0.09354554,-0.0978952,-0.09739742,-0.09241215,-0.08935448,-0.08819686,-0.07613943,-0.04364167,-0.00342798,0.01259055,0.000288534,-0.01573853,-0.03469859,-0.06475905,-0.09186486,-0.1045121,-0.1019701,-0.08394702,-0.04885676,-0.0135863,-0.000888098,-0.004054459,-0.007871731,-0.003435627,0.003120162,0.0117504,0.02138917,0.02083186,0.02102101,0.02703784,0.03450152,0.04068865,0.0464099,0.05146206,0.05563477,0.05943727,0.06391884,0.07090463,0.08489136,0.1129505,0.1565439,0.1923385,0.1968265,0.1880736,0.1811122,0.1766545,0.1742826,0.1789323,0.1813985,0.1853536,0.2015699,0.2310175,0.2763967,0.3375761,0.4093823,0.4923466,0.5897893,0.7045507,0.774411,0.7283034,0.6427319,0.594927,0.5815061,0.5897599,0.6121683,0.6446605,0.6842592,0.7258708,0.7671,0.8064368,0.8442518,0.8751281,0.8975662,0.9141811,0.9259359,0.9353583,0.9423918,0.9477931,0.949342,0.9475437,0.9407136,0.930696,0.920967,0.9104822,0.8986995,0.8864478,0.8736291,0.862038,0.8522395,0.8442301,0.8372861,0.8344334
citric-acid,0.1374973,0.07067255,0.01768174,-0.03351681,-0.0832435,-0.1243277,-0.1514893,-0.1658455,-0.1718882,-0.1769158,-0.1798768,-0.1795209,-0.1695757,-0.1500517,-0.1205082,-0.08844275,-0.073002,-0.08896302,-0.1132098,-0.1229988,-0.1228954,-0.1168647,-0.1070668,-0.09754102,-0.09034112,-0.08586746,-0.08621436,-0.08792859,-0.09212711,-0.0986242,-0.1055484,-0.1128719,-0.1193012,-0.1251228,-0.1288122,-0.1287168,-0.1240775,-0.1212682,-0.1201312,-0.1084935,-0.07706214,-0.03804164,-0.02229335,-0.03451371,-0.05099596,-0.06957065,-0.09949591,-0.1265454,-0.1396151,-0.1374246,-0.1201109,-0.08539126,-0.05030091,-0.03766105,-0.04069674,-0.04436088,-0.03976787,-0.03339162,-0.0249982,-0.01578758,-0.01635354,-0.01624548,-0.01069106,-0.003539697,0.002688522,0.007816337,0.012551,0.01660326,0.02025377,0.02447489,0.03102482,0.04482858,0.07235579,0.1150105,0.149792,0.154171,0.1451885,0.1379088,0.1330901,0.1302152,0.1347704,0.1370064,0.1407329,0.1567274,0.1858151,0.2310709,0.2917444,0.3633606,0.4468133,0.5457788,0.6624838,0.7314644,0.6817797,0.5955175,0.5484135,0.5350661,0.5438733,0.5666357,0.5995299,0.639478,0.6813917,0.7230274,0.7628754,0.8012175,0.8331954,0.855826,0.8716599,0.8851382,0.8942805,0.9014407,0.90622,0.9085527,0.9057823,0.8986105,0.8886982,0.8784894,0.8673957,0.8548911,0.8421992,0.8291233,0.8166567,0.8066397,0.798849,0.7922866,0.7892267
citric-acid,0.1418472,0.07648998,0.02198828,-0.02968853,-0.07819851,-0.1201001,-0.1467141,-0.1613211,-0.1672048,-0.172477,-0.1756086,-0.174566,-0.1647658,-0.14551,-0.1150838,-0.08250934,-0.06816685,-0.08376069,-0.1073512,-0.1174726,-0.1178658,-0.1111622,-0.1014945,-0.09188928,-0.08465577,-0.08034595,-0.08041024,-0.08212274,-0.08619229,-0.09310156,-0.1000934,-0.1072562,-0.1137589,-0.1193658,-0.1231096,-0.1229551,-0.1182418,-0.1153597,-0.1141945,-0.1026963,-0.07106899,-0.03186007,-0.01672703,-0.02854536,-0.04443944,-0.0633144,-0.09352873,-0.1205315,-0.1332065,-0.1313953,-0.1139296,-0.07880413,-0.04374111,-0.03132715,-0.03427271,-0.03764351,-0.03317517,-0.02687606,-0.01843135,-0.009135799,-0.009615055,-0.009521268,-0.003785487,0.003362468,0.009344678,0.01474214,0.01941615,0.02348392,0.02721984,0.03145942,0.03818931,0.05205506,0.07950882,0.1222937,0.1573647,0.1617491,0.1528487,0.1454445,0.1406244,0.1378769,0.1424175,0.1449627,0.1487492,0.1648031,0.1940822,0.2391955,0.3000661,0.3716093,0.4548887,0.5534501,0.6682875,0.7366806,0.6884946,0.6031307,0.5563231,0.5436701,0.5522931,0.574786,0.6076244,0.6468359,0.688372,0.7294983,0.7686649,0.8063641,0.8371226,0.8599706,0.8762926,0.8879834,0.8970974,0.9037235,0.9091713,0.910643,0.9084015,0.9010863,0.8910574,0.8810341,0.8708704,0.8585032,0.8459053,0.8331669,0.8209241,0.8107206,0.8029097,0.7960881,0.79314
citric-acid,0.1453,0.07992791,0.0244615,-0.02656178,-0.07578467,-0.1163856,-0.1428707,-0.1577098,-0.1630436,-0.1680121,-0.1712584,-0.1707763,-0.1610808,-0.141239,-0.1114058,-0.07900418,-0.0636967,-0.08024283,-0.1036714,-0.1133615,-0.1134687,-0.107112,-0.09779438,-0.08785718,-0.08067023,-0.07654005,-0.07611711,-0.07808111,-0.08243565,-0.08939161,-0.09596762,-0.1034291,-0.1098799,-0.1155281,-0.1193136,-0.1190831,-0.1146517,-0.1117537,-0.1106085,-0.09902237,-0.06765986,-0.02832632,-0.01292109,-0.02524098,-0.04182963,-0.06080354,-0.09086324,-0.1184474,-0.1317511,-0.1295385,-0.1117024,-0.07671086,-0.04103449,-0.02821352,-0.03123191,-0.03449365,-0.02962047,-0.02324767,-0.01483142,-0.005288717,-0.005798966,-0.005634131,1.89E-05,0.007288341,0.01335235,0.0185372,0.02332238,0.02744875,0.03114337,0.03530997,0.04218275,0.05606406,0.08364114,0.1264473,0.1614232,0.1657032,0.1564009,0.1488095,0.1436192,0.1408594,0.1454438,0.1479465,0.1516498,0.1677558,0.1970775,0.2424511,0.3038096,0.3754746,0.459015,0.5577518,0.6734467,0.742089,0.6941212,0.6088381,0.5617982,0.5490062,0.5579511,0.580774,0.6133981,0.6528056,0.6950907,0.7359071,0.7752243,0.8129315,0.8440057,0.8666873,0.8832776,0.8952786,0.9048228,0.9112548,0.9160004,0.918155,0.9152443,0.9084391,0.8983073,0.8888358,0.8780248,0.8654621,0.8530945,0.8402681,0.8281603,0.817605,0.8101757,0.802784,0.7996497
citric-acid,0.1516807,0.08515416,0.03180331,-0.01947459,-0.0693559,-0.1097904,-0.1361609,-0.1507405,-0.1573614,-0.161861,-0.1643888,-0.164479,-0.1539981,-0.1340331,-0.1045147,-0.07170012,-0.05664584,-0.0728377,-0.09714068,-0.1068751,-0.1065401,-0.1000588,-0.09105465,-0.08093249,-0.07347636,-0.06945579,-0.06954204,-0.0715634,-0.07592723,-0.08295865,-0.08981797,-0.09686862,-0.1036551,-0.1096839,-0.1133564,-0.1129647,-0.1085291,-0.1060738,-0.1045524,-0.0929334,-0.06186313,-0.02291133,-0.007439748,-0.01983836,-0.03675443,-0.05606829,-0.08646069,-0.1144203,-0.1280576,-0.1260738,-0.1082546,-0.07271652,-0.03654624,-0.02308996,-0.02585766,-0.02915612,-0.02407995,-0.01749104,-0.008952884,0.000491714,3.92E-05,0.000244672,0.0058212,0.01304842,0.01914863,0.02447287,0.02895357,0.03315311,0.03695238,0.04112101,0.04796831,0.06191393,0.08977125,0.1326358,0.1675232,0.1717693,0.162262,0.1539662,0.1485466,0.1459024,0.1505122,0.1527022,0.1564247,0.1728163,0.2023183,0.248361,0.3098764,0.3823876,0.4667059,0.5665757,0.6829363,0.7513651,0.7032099,0.6181338,0.5713769,0.5586944,0.5677396,0.5908601,0.6238048,0.6632164,0.7057507,0.7471459,0.7860318,0.8243585,0.8555706,0.8784347,0.8942231,0.9065756,0.9160807,0.9220793,0.9267519,0.9296115,0.9266142,0.9185579,0.9092911,0.8993719,0.8884668,0.8754574,0.8628878,0.849987,0.837408,0.8268949,0.819088,0.8119804,0.8079052
flour,0.1966389,0.1694869,0.1432893,0.1270604,0.0994719,0.07655532,0.06448739,0.0560418,0.05475476,0.05582468,0.05997341,0.06547809,0.06916778,0.07124201,0.0706062,0.07091846,0.06872992,0.06683539,0.06285755,0.06031166,0.05681699,0.05346377,0.05026454,0.04836696,0.04528279,0.04237604,0.0409447,0.03869236,0.03695804,0.0344307,0.03426658,0.03462506,0.03387409,0.03440096,0.03545369,0.04036429,0.04770639,0.05886507,0.07361408,0.08825042,0.1027093,0.1142462,0.1237604,0.1336012,0.1408951,0.1460967,0.1497036,0.1471245,0.1419674,0.1365833,0.1324882,0.1294271,0.1275571,0.1249921,0.1226254,0.1213771,0.1202013,0.1190549,0.1183616,0.1169964,0.1154048,0.1138663,0.1129489,0.1125864,0.1134981,0.1161047,0.1207663,0.1265196,0.1344024,0.1440598,0.1545058,0.165191,0.1757403,0.1847212,0.1927605,0.200649,0.208505,0.2178905,0.2330681,0.2574105,0.2862466,0.3155055,0.3460816,0.3765092,0.4011083,0.4209219,0.4356668,0.4453832,0.4514077,0.4555656,0.4582764,0.4590167,0.4582492,0.4555525,0.4523954,0.4487384,0.4439853,0.4391619,0.4345348,0.4298346,0.4254003,0.4215678,0.4183775,0.415462,0.4136721,0.4123484,0.41102,0.4092021,0.4069798,0.4039275,0.4001867,0.3955477,0.3901062,0.3840629,0.3772106,0.370492,0.3636528,0.3573505,0.3514453,0.3452345,0.3389606,0.3335213,0.3290637,0.3257623,0.3235768
flour,0.2952172,0.2639848,0.2349313,0.2186269,0.1890473,0.1629812,0.1488294,0.139496,0.1368767,0.139312,0.1436922,0.1496912,0.154147,0.1569289,0.1566688,0.1569213,0.1549329,0.1540702,0.150165,0.1466748,0.1431849,0.139592,0.1348174,0.1335171,0.1295962,0.1260608,0.1244176,0.1217796,0.119964,0.1167946,0.1164062,0.1171724,0.1161751,0.1165129,0.1180569,0.1232723,0.1317964,0.1455171,0.1626621,0.1797177,0.1969191,0.2117925,0.2234745,0.2350373,0.2445469,0.2528453,0.259763,0.2606404,0.25809,0.2543093,0.2472478,0.2383426,0.2314389,0.2248024,0.219477,0.2163306,0.2138309,0.2118517,0.2102247,0.2079251,0.205927,0.2038103,0.2021022,0.201284,0.2019733,0.2044887,0.2090666,0.2151126,0.2232797,0.2334337,0.244763,0.2559744,0.2672869,0.2769001,0.2864698,0.2964847,0.3059499,0.3181641,0.3365046,0.361863,0.3906214,0.4208263,0.453272,0.4845343,0.5088766,0.5286134,0.5424854,0.5514714,0.5568482,0.560151,0.5618537,0.5611615,0.55976,0.5565874,0.5527979,0.5478742,0.5428805,0.5377516,0.5324843,0.5279246,0.5232293,0.5193555,0.5161013,0.5131423,0.5106192,0.5087323,0.5070675,0.5046526,0.5025301,0.4993659,0.4954555,0.4905206,0.4848737,0.478611,0.4720223,0.4649033,0.4579391,0.4518095,0.4458567,0.4394565,0.4318996,0.4258902,0.4211732,0.4179071,0.4157413
flour,0.2348459,0.2085376,0.1829032,0.1631327,0.1342294,0.1112687,0.09944668,0.08781031,0.08672793,0.08836521,0.09112316,0.09649067,0.1025019,0.1047053,0.103217,0.1028194,0.1012059,0.0992822,0.09532517,0.09192578,0.08900096,0.08519426,0.08085137,0.07999651,0.07577613,0.07195845,0.07050879,0.06860399,0.06592607,0.06306741,0.06315292,0.06369065,0.0624605,0.06284876,0.06442391,0.06913508,0.07645968,0.08910889,0.1051099,0.1206191,0.1361555,0.1493343,0.1596964,0.1698743,0.1778929,0.1846268,0.1889434,0.1877443,0.1838442,0.1787726,0.1731355,0.1678336,0.1643034,0.159701,0.1551805,0.1534053,0.1517061,0.1498548,0.1485483,0.1468219,0.1451844,0.14307,0.1419864,0.1412851,0.1419659,0.1442641,0.1489607,0.1548623,0.1626747,0.1726189,0.1835734,0.1942544,0.2048723,0.2141902,0.2229514,0.2316992,0.2400529,0.2506916,0.2673702,0.2918696,0.3205833,0.3504089,0.3818886,0.4124286,0.4371833,0.4568115,0.4707525,0.4803537,0.4864641,0.4898684,0.4915579,0.491776,0.4908889,0.4878938,0.4842713,0.4802768,0.4752748,0.4702975,0.4652101,0.4604737,0.4559596,0.452006,0.4487186,0.4461201,0.4437563,0.4420041,0.4405877,0.4386975,0.436122,0.4331565,0.4293226,0.4245299,0.418747,0.4127584,0.4060141,0.398972,0.3920316,0.3858485,0.3800195,0.373565,0.3666632,0.3606585,0.3559801,0.3525336,0.350436
flour,0.3473434,0.3171013,0.286465,0.2693081,0.2388529,0.212915,0.1968174,0.1865646,0.1847612,0.1871026,0.1930939,0.1997745,0.2055496,0.2084314,0.2076987,0.2075385,0.2049663,0.2041264,0.2005769,0.1976024,0.1956846,0.1916975,0.1880289,0.186138,0.1817213,0.1783632,0.177257,0.1744098,0.1723439,0.1691559,0.1687524,0.1701812,0.1693821,0.170538,0.1725118,0.1785926,0.187177,0.2023434,0.2206283,0.2387442,0.2583143,0.274736,0.2870159,0.2998926,0.3118355,0.3217601,0.330432,0.3337433,0.3349984,0.3330493,0.3247736,0.3126197,0.3029294,0.2941516,0.2876163,0.2844753,0.2811913,0.2787485,0.2771378,0.2749051,0.2731258,0.2711794,0.2697251,0.2690275,0.2700166,0.2724096,0.2775469,0.2834913,0.2922871,0.3026881,0.3138385,0.325594,0.3370652,0.3475271,0.3575779,0.3687515,0.3794646,0.3937096,0.4134785,0.4381294,0.465786,0.4955391,0.5272453,0.5567654,0.5802054,0.5979682,0.6110224,0.6186903,0.622935,0.6252627,0.6262114,0.6252112,0.6234516,0.619695,0.6156525,0.611382,0.6057783,0.60084,0.5959361,0.5912049,0.5869085,0.5833945,0.580515,0.5774799,0.5748737,0.5725373,0.571128,0.5688124,0.566238,0.5632957,0.5593901,0.5549596,0.5495496,0.5438443,0.537159,0.5307513,0.5237925,0.5182928,0.5128534,0.5065337,0.5000054,0.494584,0.4903607,0.4876375,0.4861027
flour,0.3455975,0.3138047,0.2827848,0.267348,0.2378408,0.2119168,0.1961338,0.1871543,0.1862448,0.1871763,0.192571,0.1996346,0.2049769,0.2086848,0.208458,0.2088667,0.2065422,0.2057232,0.2025906,0.1989576,0.1959224,0.1923108,0.1885871,0.1869387,0.1833735,0.1785635,0.1776533,0.1755544,0.1729261,0.1706228,0.1705711,0.1711937,0.1702902,0.1721396,0.1735807,0.1790809,0.1881786,0.2030997,0.2215339,0.2400578,0.2592582,0.2759988,0.2881874,0.3012537,0.3131001,0.3225986,0.3317281,0.3353283,0.337011,0.3342529,0.3260896,0.3139946,0.304382,0.2956131,0.2890055,0.2856484,0.2822429,0.2800475,0.2782034,0.2764199,0.2745257,0.2723833,0.2712158,0.2704034,0.2710815,0.2736315,0.2788547,0.2848735,0.2934208,0.3038947,0.3152945,0.3265426,0.3385665,0.3487945,0.3585058,0.3699442,0.3808474,0.3949855,0.4147957,0.4396739,0.4673142,0.496737,0.5284052,0.5582018,0.5812914,0.5991312,0.6121343,0.6199065,0.6240243,0.6258175,0.6270581,0.6259465,0.6243516,0.6203855,0.6167465,0.6121482,0.6063653,0.6015175,0.5967258,0.5921818,0.5875786,0.5842221,0.5809661,0.577951,0.5754387,0.5735472,0.571862,0.5692059,0.5670097,0.5640122,0.5602736,0.5554665,0.5503043,0.5446755,0.537976,0.5314733,0.5248585,0.5192527,0.5137622,0.5076544,0.5012345,0.4956048,0.4914265,0.48886,0.4869855
flour,0.3509281,0.3190531,0.2884951,0.2735322,0.2416907,0.2151399,0.2009961,0.1908928,0.1871364,0.1896083,0.196688,0.2028867,0.2078201,0.210346,0.2103856,0.2113001,0.2091927,0.2082186,0.2048268,0.2005561,0.1981014,0.1948236,0.1901546,0.1884278,0.1842795,0.180937,0.1793458,0.1768338,0.1752109,0.1717426,0.1711996,0.1725997,0.1725569,0.1727756,0.1745152,0.1810553,0.1901274,0.2041708,0.2229372,0.2415526,0.2607412,0.2768771,0.2897799,0.3028266,0.314112,0.3246166,0.3333288,0.3369371,0.3376922,0.3357009,0.3280456,0.3151782,0.3053561,0.2969901,0.2905186,0.2864971,0.2835214,0.2810916,0.2794173,0.2774137,0.2754967,0.273593,0.2720113,0.2715699,0.2724217,0.2750151,0.2798325,0.2860714,0.2944047,0.3050956,0.3162189,0.3277537,0.3396572,0.3500021,0.3599897,0.3709852,0.3819974,0.396209,0.4163105,0.4412634,0.4684382,0.4977989,0.5299516,0.5597681,0.5822858,0.6002395,0.6136597,0.6208346,0.6249251,0.6272458,0.628333,0.627369,0.6252432,0.621372,0.6174966,0.6127111,0.6076065,0.6028008,0.5977423,0.5928051,0.5887581,0.5850444,0.5818778,0.5788984,0.5762455,0.5741436,0.5724384,0.5702043,0.5677853,0.5647953,0.5608658,0.5564207,0.5509092,0.545259,0.5388475,0.5321043,0.5253414,0.5197214,0.5146891,0.5082562,0.5017158,0.4963824,0.4922173,0.4895932,0.4878618
flour,0.3790646,0.3483005,0.3142347,0.2978816,0.2675946,0.2409826,0.2249904,0.2145433,0.2131855,0.2138729,0.2210364,0.2277587,0.2326061,0.2354847,0.2353937,0.2363726,0.2344738,0.2329805,0.2300089,0.2262626,0.2227872,0.2210572,0.217361,0.2153167,0.2103511,0.207069,0.2065434,0.2035278,0.2023078,0.1999016,0.1994535,0.200161,0.1995111,0.2010102,0.2030131,0.2090749,0.2184244,0.2338979,0.2519959,0.2706177,0.291042,0.3082278,0.3204669,0.3345045,0.3478491,0.3587726,0.3691556,0.3762095,0.3802779,0.3791651,0.3700509,0.3543195,0.341873,0.3315816,0.3239074,0.3198004,0.3162654,0.3140138,0.3125608,0.3102919,0.3079494,0.3062677,0.3050594,0.3041518,0.3050894,0.307834,0.312914,0.3186447,0.3268697,0.3373227,0.3488301,0.3601867,0.3721973,0.3826778,0.3928582,0.4047619,0.4171823,0.4328551,0.4537371,0.4781958,0.5050691,0.5340248,0.5647619,0.5946904,0.6162334,0.6333622,0.6454542,0.6526929,0.6560341,0.6576245,0.6584899,0.6566399,0.654841,0.6506312,0.6469379,0.6427665,0.6369477,0.6320572,0.6276464,0.6231847,0.6189533,0.6156763,0.6129627,0.6099494,0.6071745,0.6053745,0.6035685,0.6013153,0.5989269,0.5963256,0.5923486,0.588051,0.5831872,0.5778122,0.5713857,0.5649967,0.5586721,0.5534224,0.5483011,0.5424901,0.5366474,0.5315719,0.5275495,0.5257157,0.5242555
