class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125
flour,0.3818736,0.3526199,0.3194195,0.3045159,0.2723502,0.2442629,0.2274617,0.2185617,0.2168458,0.2193453,0.2244411,0.2301123,0.2362699,0.2384804,0.2378775,0.2385015,0.2363394,0.2360762,0.2324062,0.2282078,0.2267108,0.2231805,0.2183674,0.2173509,0.2124845,0.2090909,0.2078011,0.2058896,0.2040387,0.2011737,0.2003727,0.2018028,0.2013068,0.202609,0.2041433,0.209801,0.2197589,0.2346451,0.253345,0.2716744,0.2918423,0.3092882,0.3215989,0.3351851,0.3474219,0.3586063,0.369204,0.3760858,0.3800979,0.379624,0.3705555,0.354454,0.3418991,0.3318671,0.3242634,0.32026,0.316908,0.3141983,0.3122186,0.3100734,0.3084297,0.3062737,0.3049195,0.3042695,0.3052508,0.3074529,0.3126764,0.3188106,0.3270144,0.3373082,0.348452,0.3599161,0.3718599,0.3826041,0.3929037,0.4045921,0.4164107,0.4322143,0.4529904,0.4773478,0.5044045,0.5331357,0.5645146,0.5938481,0.6156436,0.632802,0.6449875,0.6517573,0.6551789,0.6569523,0.6577225,0.6564405,0.6543633,0.6504487,0.6463592,0.6421791,0.6367998,0.6321755,0.6274516,0.6230943,0.6186551,0.6150698,0.6129144,0.6100014,0.6072075,0.6051667,0.6035047,0.6012202,0.5994154,0.5963135,0.5923048,0.5883009,0.582992,0.5771888,0.5713132,0.5650728,0.5585369,0.5533746,0.5484101,0.5425984,0.5366774,0.5315555,0.5278232,0.5256765,0.5242646
flour,0.3847557,0.3555039,0.3224059,0.306563,0.2714254,0.2442895,0.2288783,0.2189433,0.2180091,0.2179228,0.2234801,0.2301315,0.2351185,0.237711,0.2388189,0.2386311,0.2358173,0.2349899,0.2318708,0.2292362,0.2255781,0.2229899,0.2185137,0.2177105,0.2122461,0.2090211,0.2078268,0.2054854,0.2041451,0.2007188,0.2007327,0.2016272,0.2011442,0.2024941,0.2041468,0.2100902,0.219157,0.2341638,0.2529766,0.2717769,0.2916316,0.3088995,0.3215423,0.3350816,0.3481573,0.3593534,0.3697472,0.3766315,0.3801978,0.3792582,0.3703694,0.3544768,0.3419015,0.3318292,0.3240018,0.3199146,0.3164953,0.3138316,0.3122454,0.3098377,0.3081796,0.3061053,0.3046481,0.3039164,0.3047889,0.3071634,0.3121528,0.318545,0.3268413,0.3371917,0.3486833,0.3598993,0.3717735,0.382172,0.3925626,0.4046114,0.4166185,0.4319872,0.4529665,0.4773946,0.5040709,0.532886,0.5643059,0.5938894,0.6150191,0.6327115,0.6450067,0.6516905,0.6550308,0.6568943,0.6572728,0.6558674,0.6536266,0.6499206,0.6461918,0.6419043,0.6365476,0.6315969,0.6269276,0.6222757,0.618387,0.6148474,0.6120937,0.608978,0.6065631,0.6045888,0.602909,0.6008272,0.5981073,0.5952861,0.5916806,0.5875453,0.5822127,0.5767485,0.5705003,0.5643138,0.5579061,0.5525933,0.5477237,0.5416681,0.5356303,0.5307535,0.526904,0.5244728,0.5236147
flour,0.3806376,0.3469681,0.3101601,0.3002845,0.268115,0.2411766,0.2262223,0.2164835,0.2156346,0.2158555,0.2223773,0.2293082,0.233456,0.2356838,0.2370597,0.237926,0.2357213,0.2345012,0.230855,0.2275309,0.2245749,0.222099,0.2182878,0.2164533,0.2117449,0.2085392,0.2072787,0.2049278,0.2027612,0.1996744,0.1997986,0.2005574,0.2004397,0.2020947,0.2038257,0.209661,0.2194231,0.2344152,0.2522933,0.2710718,0.2912855,0.3083978,0.3205364,0.3346997,0.347313,0.3580869,0.3688498,0.3749692,0.3785876,0.3780967,0.3688346,0.353228,0.3412672,0.3310448,0.3234894,0.3193447,0.3161292,0.3135205,0.3117748,0.3097336,0.307607,0.3061166,0.304762,0.3038886,0.3045539,0.307148,0.3125398,0.3181854,0.3266681,0.3370124,0.3482733,0.3595843,0.3717264,0.382087,0.3920989,0.4040807,0.4160624,0.4311346,0.4519778,0.4770941,0.503755,0.5321861,0.5635974,0.5930731,0.614758,0.631789,0.6442543,0.6511257,0.6543455,0.6559108,0.6567343,0.6559678,0.6534728,0.649427,0.6458502,0.6414552,0.6362382,0.6314076,0.6270875,0.6222339,0.6181738,0.6147144,0.6123231,0.6087961,0.6064418,0.6044982,0.6028864,0.600727,0.5983303,0.5957795,0.5918829,0.587467,0.5824801,0.5769264,0.5705993,0.5644102,0.5580363,0.5527626,0.5476796,0.5417627,0.5360298,0.5308421,0.5270367,0.525056,0.5237013
flour,0.3951417,0.3687655,0.3407007,0.3187836,0.2943492,0.2688699,0.2505446,0.2415624,0.2395904,0.2408026,0.2501734,0.2571274,0.2615795,0.2659023,0.2671227,0.2664899,0.2650654,0.2634291,0.2596358,0.2568014,0.2544782,0.2504711,0.2461259,0.2444143,0.241199,0.2372634,0.234111,0.2319487,0.2304178,0.2283178,0.2274022,0.2275617,0.2274803,0.2285384,0.2305038,0.2363812,0.2455646,0.2614532,0.2807544,0.3003969,0.3192094,0.3362308,0.3509208,0.3630087,0.3745634,0.3853805,0.3935524,0.3979647,0.3998404,0.3971519,0.3902947,0.3787101,0.3682314,0.3593363,0.35258,0.3489773,0.3456901,0.3432027,0.3412985,0.3400381,0.3375821,0.3356293,0.3344305,0.3341702,0.3346615,0.3376451,0.3425478,0.3486793,0.3576813,0.367986,0.3797362,0.3914101,0.4027051,0.4135229,0.4235272,0.4333771,0.44411,0.4583925,0.4771976,0.5013025,0.5283543,0.557396,0.587874,0.6166181,0.639769,0.6574548,0.6698596,0.6780144,0.6833889,0.6856425,0.6871176,0.6866733,0.6856454,0.6821415,0.6785334,0.6743913,0.6694654,0.6648257,0.6601343,0.6554664,0.651801,0.6483154,0.6448696,0.6417116,0.6394435,0.6377244,0.635648,0.633911,0.6315046,0.6284362,0.6253161,0.6202433,0.6153057,0.6096231,0.6031079,0.5963979,0.5901669,0.5842831,0.5788717,0.5729383,0.5667537,0.5611034,0.556961,0.5537123,0.5511492
flour,0.3767382,0.3461849,0.3148843,0.2998993,0.2693381,0.2409843,0.2283728,0.2189159,0.215485,0.2167037,0.2234273,0.230212,0.2339472,0.2377789,0.2378476,0.2375426,0.2355904,0.2359586,0.2321691,0.2285832,0.2258903,0.2227223,0.2188299,0.2180438,0.2132396,0.2094201,0.2091249,0.2064615,0.2044962,0.2011538,0.200842,0.2021785,0.2013659,0.2027403,0.2045051,0.2110276,0.2203765,0.2349014,0.2530739,0.2718093,0.292047,0.309207,0.3212206,0.3353159,0.3480059,0.3582838,0.3691924,0.3750749,0.3782868,0.3782618,0.3689741,0.3529602,0.3414276,0.3314626,0.3238977,0.319901,0.3166008,0.3141212,0.3124837,0.3102334,0.3083542,0.3066044,0.3052257,0.3046457,0.30552,0.3078756,0.312957,0.3190079,0.327563,0.3380235,0.3492098,0.3605146,0.3728776,0.3830075,0.3929011,0.4049758,0.4166413,0.4315577,0.4524289,0.4773387,0.5040165,0.5323519,0.5636538,0.5937524,0.6148011,0.6324922,0.6448761,0.6520315,0.6552371,0.6568496,0.6578274,0.65637,0.6546571,0.6505389,0.6468092,0.6423717,0.6372553,0.6324838,0.6278861,0.623309,0.6191209,0.6159765,0.6131585,0.6102085,0.6077762,0.605826,0.6044616,0.602213,0.599924,0.5970171,0.5933458,0.5891727,0.5840834,0.5786402,0.5725794,0.5661284,0.5597085,0.5541897,0.5492268,0.5435584,0.5376992,0.5326881,0.5286773,0.526754,0.5254041
flour,0.3786998,0.3471475,0.3124652,0.2998867,0.2681539,0.2414577,0.2272132,0.2173329,0.2161938,0.2175362,0.2245659,0.2291099,0.2345016,0.2371097,0.2378953,0.2378772,0.2367837,0.2359105,0.2310122,0.2277403,0.2258203,0.2229592,0.21838,0.2173944,0.2122851,0.2090772,0.2083466,0.2059836,0.2039863,0.2003749,0.2005962,0.2020601,0.2016228,0.2026792,0.2045746,0.2107865,0.2196735,0.2349091,0.2532063,0.2715003,0.2918051,0.3089518,0.3209104,0.3346465,0.3473182,0.3581192,0.3686976,0.3742919,0.3781616,0.3775585,0.3677655,0.3529385,0.3413832,0.3311327,0.323339,0.3196509,0.3163428,0.3136346,0.3122264,0.3101476,0.3083008,0.3062404,0.3048437,0.304397,0.3052488,0.3076531,0.3128555,0.3188339,0.3270871,0.3374472,0.3488922,0.3600363,0.3720744,0.3825659,0.3929342,0.4047821,0.4163509,0.4313106,0.4522686,0.4768929,0.5033389,0.5322164,0.5633098,0.5926946,0.6146411,0.6317495,0.6440356,0.6508909,0.6543123,0.6562627,0.6566646,0.6560458,0.6539359,0.6500935,0.6462482,0.641849,0.6368124,0.6316501,0.6274412,0.6228774,0.6190583,0.615362,0.612656,0.6096494,0.6071489,0.6051345,0.6036495,0.6016048,0.5992534,0.5965746,0.5929118,0.5886118,0.5832333,0.5779517,0.5716286,0.5652944,0.5588437,0.5536852,0.5486243,0.5426219,0.5370471,0.5320477,0.5281481,0.5259113,0.5246559
flour,0.3799726,0.3490623,0.3153985,0.3025833,0.2704878,0.2437703,0.2300701,0.219493,0.2177446,0.2187547,0.2254695,0.2305131,0.2363095,0.2397112,0.2395259,0.2387543,0.2376459,0.237594,0.2326669,0.2295303,0.2271879,0.224949,0.2201077,0.218829,0.2145948,0.2105351,0.2101572,0.2084334,0.2054282,0.2024828,0.2026203,0.2029209,0.2025581,0.2041438,0.2059184,0.2118207,0.2213306,0.2363416,0.254358,0.2732276,0.2928928,0.31014,0.3225715,0.3361226,0.3487406,0.3597457,0.3699888,0.3754124,0.3787739,0.3781369,0.3691998,0.3537997,0.3418958,0.3317863,0.3246891,0.3206753,0.3176752,0.3150059,0.3133888,0.3114641,0.3096555,0.3081076,0.3062457,0.3058257,0.306742,0.3089975,0.3145249,0.3204766,0.3288105,0.3390244,0.3505471,0.3617721,0.3736724,0.3840717,0.3942851,0.4059457,0.4176203,0.4325055,0.453163,0.4779072,0.504335,0.5330878,0.5643922,0.5941111,0.6157821,0.6332328,0.6460365,0.6525632,0.6562132,0.6582059,0.6592075,0.6579625,0.6560413,0.6520947,0.6484703,0.6441199,0.6389008,0.6339214,0.6291637,0.6249328,0.621128,0.6173863,0.6146613,0.6118174,0.6094025,0.6073393,0.6060458,0.6038475,0.6018561,0.5988356,0.5950629,0.5908032,0.5857016,0.5804124,0.5740817,0.5676987,0.5611299,0.5562367,0.5509645,0.5450878,0.5392009,0.5342939,0.5305606,0.5281177,0.5270798
flour,0.3797736,0.3496776,0.3163702,0.3028871,0.2715944,0.2433007,0.2290208,0.2191004,0.2191191,0.2195567,0.2246009,0.2311547,0.2375545,0.2387491,0.2382372,0.2397498,0.2377353,0.237158,0.2338513,0.2312025,0.2281967,0.2258908,0.2201286,0.2190582,0.2141811,0.2107932,0.2101662,0.2078595,0.2055406,0.2024101,0.2028184,0.2034471,0.2027999,0.2043408,0.206468,0.2125555,0.2213761,0.2367907,0.2541962,0.273043,0.2935109,0.3109239,0.3225463,0.3363416,0.3488224,0.3598678,0.369786,0.3758489,0.379436,0.3784772,0.3688441,0.3541135,0.342817,0.3322112,0.3249114,0.3209837,0.3175346,0.3150442,0.3137996,0.3114031,0.3096484,0.3082045,0.3064461,0.3056268,0.3066802,0.3089264,0.3142966,0.3202963,0.3284512,0.3390183,0.3506143,0.3616489,0.373697,0.3840491,0.3940787,0.4057938,0.4177206,0.4323538,0.4532107,0.478162,0.5049097,0.5335366,0.5649397,0.5946635,0.6156356,0.6332301,0.6456245,0.6533012,0.6564236,0.6578841,0.6589969,0.6580627,0.6556608,0.6519887,0.6482,0.6437067,0.6387315,0.6336827,0.6294408,0.6250303,0.6207287,0.6174877,0.6147517,0.6115768,0.6090996,0.6073383,0.6057124,0.6033409,0.6014351,0.5986478,0.5949677,0.5906345,0.5853725,0.5802235,0.5738288,0.5674394,0.560998,0.5559547,0.5509041,0.5449455,0.5390695,0.5342051,0.5302184,0.5281228,0.5268489
flour,0.3795993,0.3502241,0.3176018,0.3021266,0.2709196,0.2450019,0.2304573,0.2182134,0.2181108,0.2190052,0.2240852,0.2319641,0.236159,0.2392146,0.2388367,0.2404379,0.2378921,0.2367436,0.2336217,0.2301718,0.2271263,0.2248344,0.2206868,0.2201685,0.214091,0.2100882,0.2099632,0.2079922,0.2058109,0.2022781,0.2025196,0.2031414,0.2026772,0.2046923,0.2059773,0.2120998,0.2218203,0.2361158,0.2546974,0.2734249,0.2932762,0.3104947,0.3220803,0.3358422,0.3489976,0.3591546,0.3694271,0.3758577,0.3789188,0.3775806,0.3685331,0.3539726,0.3420687,0.3316964,0.3245479,0.3206614,0.3174423,0.3150097,0.3136384,0.3115275,0.3095513,0.3074784,0.3063826,0.3056536,0.3064742,0.3091119,0.3143884,0.3202327,0.3284021,0.3390897,0.3505204,0.3618166,0.3737815,0.3840376,0.3940852,0.4057795,0.417775,0.4324396,0.453006,0.4780623,0.5048676,0.5333744,0.5645833,0.5942879,0.6160923,0.6330195,0.6453314,0.6531911,0.6558039,0.6575602,0.6585481,0.6576105,0.6554759,0.6516767,0.6483573,0.6438841,0.6383964,0.6335522,0.6290509,0.6244747,0.6203379,0.617065,0.6144,0.6115314,0.6089892,0.6067882,0.6054808,0.6032702,0.6011091,0.598492,0.5944515,0.5902582,0.5851317,0.5797337,0.5733379,0.5671843,0.5605638,0.5551851,0.5504499,0.5445013,0.5385908,0.5334438,0.5297509,0.5274782,0.5263487
flour,0.3839455,0.3507943,0.3156042,0.3040839,0.2719626,0.2434352,0.229808,0.2226471,0.2182928,0.220609,0.2280612,0.2328275,0.2364457,0.2400753,0.2410828,0.2406743,0.2388415,0.2385603,0.2346256,0.2312571,0.2290455,0.2250845,0.2208492,0.219961,0.2152462,0.211374,0.2111521,0.2088577,0.2060551,0.202831,0.2026132,0.2046073,0.2032949,0.2051602,0.2066991,0.2128347,0.2217713,0.2369825,0.2556557,0.2737206,0.2940591,0.31095,0.3226966,0.3360536,0.3483763,0.3591304,0.3696063,0.3754172,0.3782973,0.3770694,0.3683265,0.3535868,0.3419217,0.3323353,0.3249556,0.3214613,0.3183133,0.3157326,0.3140771,0.3119896,0.3103307,0.3085819,0.3069201,0.3061202,0.3071262,0.3095818,0.3147033,0.3208313,0.329496,0.339518,0.3508303,0.3622907,0.3742397,0.3845781,0.39442,0.4064113,0.4179192,0.4324377,0.4529635,0.4778966,0.5046311,0.533082,0.564636,0.5942332,0.615844,0.6333491,0.6458345,0.65259,0.6562349,0.6584857,0.6595069,0.6579033,0.6561269,0.6524933,0.6489909,0.6444847,0.6391462,0.6345076,0.629678,0.6255162,0.6213143,0.6179148,0.6149244,0.6121984,0.6096591,0.6077632,0.6065301,0.604134,0.6019765,0.5991047,0.5954414,0.5912496,0.5859634,0.580523,0.5743202,0.5680549,0.5614677,0.5563331,0.5513368,0.5455325,0.5394902,0.5345197,0.5305768,0.5283282,0.5271428
flour,0.383603,0.3544001,0.3172507,0.3042628,0.273377,0.2470525,0.2321661,0.220242,0.2200661,0.2213739,0.2269232,0.2329652,0.2392149,0.2418544,0.2409655,0.2415365,0.240201,0.2387578,0.2342783,0.2325063,0.2291184,0.2259433,0.221308,0.220735,0.2153889,0.2115881,0.2118058,0.2091473,0.2063012,0.2034603,0.2035708,0.2049002,0.2036829,0.2053013,0.2076073,0.2133417,0.2222196,0.2378972,0.2560945,0.2741614,0.2943087,0.3111201,0.3227661,0.3362605,0.3484117,0.359466,0.369789,0.3754253,0.378832,0.3778664,0.3684117,0.3537358,0.3422787,0.3323232,0.325199,0.3215386,0.3180856,0.315678,0.3142206,0.3119745,0.3102972,0.3084255,0.3067755,0.3060302,0.3071019,0.3094546,0.3147838,0.3208455,0.3292865,0.3397624,0.3509234,0.3620865,0.3744251,0.3846662,0.3943793,0.4062571,0.4178302,0.4327191,0.4533335,0.4778383,0.5046615,0.5330143,0.5644885,0.5942011,0.6156304,0.6330745,0.6454988,0.6526493,0.6561719,0.6578881,0.6587036,0.6578436,0.6558058,0.6517845,0.6483361,0.6439312,0.6388545,0.634277,0.6296874,0.6253043,0.6208053,0.6175244,0.6148452,0.611659,0.6094834,0.6073629,0.6058479,0.6037623,0.6013706,0.598678,0.5949097,0.5906227,0.5854864,0.5799144,0.5738533,0.5673173,0.5608867,0.5557255,0.5506024,0.5446785,0.5388905,0.5339795,0.5299333,0.5279429,0.5268095
flour,0.3850985,0.3531651,0.3202462,0.307639,0.2745011,0.2470943,0.2329267,0.2240337,0.2201968,0.2227879,0.2290846,0.2340038,0.2400716,0.2432777,0.2421505,0.2429063,0.2406354,0.2400581,0.2370786,0.2324134,0.2308974,0.2276655,0.2228416,0.2218122,0.2167391,0.2134103,0.2127744,0.2102902,0.2084208,0.2044401,0.2050449,0.2068338,0.2053002,0.2066296,0.2083568,0.2149348,0.2239535,0.2386866,0.2568335,0.2749504,0.2949311,0.3119143,0.3239114,0.3368317,0.3489962,0.3595677,0.3702512,0.3747773,0.377567,0.3767892,0.3676403,0.3535077,0.3429082,0.3331833,0.3257449,0.3218276,0.3191134,0.3168293,0.315317,0.3130437,0.3113164,0.3094685,0.3081737,0.3076154,0.3083166,0.3106774,0.3161691,0.3220483,0.3303648,0.3407575,0.3521343,0.3634483,0.3754317,0.3854259,0.3953567,0.4070003,0.4180724,0.4328918,0.4532107,0.4780469,0.5048318,0.5331622,0.5644295,0.5939445,0.6155912,0.633521,0.6460065,0.6534542,0.6567277,0.6588728,0.6602197,0.659015,0.6571897,0.6533469,0.6495668,0.645718,0.6403156,0.6355903,0.6307809,0.6263763,0.6222613,0.6187626,0.6160631,0.6133478,0.6106701,0.6087494,0.607336,0.6051351,0.6033834,0.6000749,0.5963673,0.5921209,0.5867286,0.5814695,0.5753016,0.5688207,0.5624678,0.5571069,0.5520712,0.5461195,0.5403398,0.5355065,0.531418,0.528984,0.52797
flour,0.385479,0.3532434,0.3176861,0.3087063,0.27492,0.2462078,0.2326962,0.2236252,0.220986,0.2224959,0.2279353,0.233086,0.2397181,0.2421526,0.2424053,0.2426085,0.2402783,0.2397817,0.2360352,0.2322334,0.2306654,0.2266315,0.2223275,0.2217733,0.2163086,0.2130558,0.212493,0.2097036,0.2076907,0.2045442,0.2043887,0.2058359,0.2047267,0.2059531,0.2081589,0.2141467,0.222801,0.2380759,0.2564248,0.274699,0.2947585,0.3112802,0.3227563,0.3368287,0.3494107,0.3593204,0.3688461,0.3746164,0.3777843,0.3769443,0.3680911,0.3529601,0.3420442,0.3326754,0.325391,0.3214451,0.3184985,0.3159738,0.3145824,0.3124454,0.3107361,0.3088462,0.3072206,0.3066011,0.3075342,0.3097507,0.3153263,0.3213108,0.3296137,0.3400146,0.351386,0.3626977,0.3746577,0.3847038,0.394666,0.4062603,0.4175277,0.4320995,0.4522628,0.4770485,0.503823,0.532325,0.5636221,0.593311,0.6149177,0.6321534,0.6451273,0.6519572,0.6557848,0.6581585,0.6588522,0.6577162,0.6555455,0.6520351,0.6483911,0.6437998,0.6388088,0.6339297,0.6291603,0.6246473,0.6206642,0.6174561,0.6146256,0.6116291,0.609214,0.607294,0.6058344,0.6038392,0.6015353,0.5985824,0.5950176,0.5904378,0.5853287,0.5798756,0.5736702,0.5673143,0.5608013,0.5556986,0.5505708,0.5448396,0.5387557,0.5338953,0.5298138,0.5277219,0.526462
flour,0.386339,0.3552495,0.3226531,0.3092978,0.2769945,0.2496361,0.2347895,0.2243062,0.2236734,0.2255816,0.2299882,0.2379541,0.2430312,0.2443263,0.2458981,0.2464347,0.2441303,0.242898,0.2392129,0.2346044,0.232105,0.2291368,0.2244863,0.2235189,0.2185377,0.2147697,0.2141869,0.2114606,0.2094903,0.2061116,0.2060835,0.2071758,0.2061387,0.2076368,0.2098694,0.2156193,0.2241883,0.2393187,0.2580393,0.2758212,0.2955053,0.3128634,0.3236354,0.3376497,0.3495091,0.3590886,0.3697411,0.374633,0.3774488,0.3760239,0.3669452,0.3533804,0.342963,0.332999,0.325644,0.3226148,0.3191814,0.316521,0.3154427,0.3133968,0.3114932,0.3095755,0.3085503,0.3074796,0.3080727,0.3105874,0.3162291,0.3221109,0.3302391,0.3408007,0.3523045,0.3634169,0.3750924,0.3855043,0.3952418,0.406841,0.4181511,0.4325258,0.4523336,0.4769427,0.5045131,0.5323619,0.5636823,0.5935095,0.6152048,0.6324461,0.6452364,0.6526132,0.6560323,0.6581649,0.6591123,0.6584427,0.6564955,0.6525074,0.64909,0.6446792,0.639867,0.6348244,0.6302332,0.6257814,0.6215068,0.61801,0.6155187,0.6124434,0.6097344,0.6081111,0.6066806,0.6044917,0.6022342,0.5996436,0.5959468,0.5914181,0.5862756,0.5810521,0.5745755,0.5682898,0.5617445,0.556376,0.5511891,0.5454003,0.5396054,0.5344649,0.5305376,0.5285561,0.5273452
flour,0.30946,0.2815755,0.2520938,0.2313351,0.2073059,0.183952,0.1664322,0.1585127,0.1604701,0.1616634,0.1667753,0.1748405,0.180206,0.1836248,0.1842502,0.1845157,0.1827293,0.1809404,0.1775782,0.1741042,0.1710681,0.1674688,0.1642074,0.1619756,0.158225,0.1551977,0.1524501,0.1505229,0.1485581,0.1468794,0.1462588,0.1460129,0.1462963,0.1474196,0.1491584,0.1543342,0.1644004,0.1785268,0.1966363,0.2157386,0.2335808,0.2491082,0.2624079,0.2734737,0.2844595,0.29303,0.2989348,0.3013607,0.2995928,0.2955976,0.2897789,0.2828644,0.2755002,0.2693485,0.2646169,0.2613608,0.2594177,0.25724,0.2561166,0.2545551,0.2526954,0.2509059,0.2498409,0.2499147,0.2506429,0.2536559,0.2584568,0.2649591,0.2737743,0.284627,0.2958997,0.3077152,0.3192159,0.3297832,0.3390771,0.3487019,0.3589482,0.3715331,0.3896215,0.414117,0.4421571,0.4716039,0.5024264,0.5316494,0.5558912,0.5741603,0.5875435,0.5963411,0.6013291,0.6042535,0.6062838,0.6059624,0.6043725,0.6016939,0.5978693,0.5938019,0.5888097,0.5840384,0.579465,0.5748365,0.5703342,0.5670299,0.5637241,0.5609049,0.558815,0.5569413,0.5551081,0.5529913,0.5507159,0.5476158,0.5441128,0.5393916,0.533914,0.5283086,0.5213987,0.5148599,0.5083208,0.5024348,0.4967443,0.4904948,0.4838965,0.4785126,0.4744204,0.4711226,0.4688024
flour,0.4232134,0.3989466,0.3676038,0.3541328,0.3240751,0.2976211,0.2838933,0.2780264,0.2770683,0.2799391,0.286138,0.29109,0.297473,0.2995074,0.2989424,0.3009077,0.2983096,0.2975876,0.2918651,0.2880648,0.2834641,0.2801842,0.2746096,0.27428,0.2682658,0.2642083,0.2634098,0.261021,0.258584,0.2546206,0.2545564,0.2555804,0.2534511,0.2547177,0.255979,0.261675,0.2699067,0.2843167,0.3010797,0.31625,0.3335001,0.3467752,0.3554293,0.3668185,0.3753129,0.3813996,0.3863134,0.3851031,0.3832818,0.3802083,0.3742153,0.3664534,0.3627298,0.3581816,0.3540589,0.3535136,0.3517067,0.3502153,0.3494494,0.3475655,0.3465333,0.3445473,0.3433305,0.3426262,0.3435379,0.3458316,0.3513508,0.3567837,0.3647194,0.3746591,0.3855278,0.3958936,0.4062712,0.415366,0.423179,0.432332,0.4397427,0.4489439,0.4649427,0.4889277,0.5162075,0.5429324,0.5723854,0.6020753,0.6242245,0.6419811,0.6558254,0.6647495,0.6697595,0.6732792,0.6753609,0.6764233,0.6753365,0.6723275,0.6693312,0.6655934,0.6610087,0.6564033,0.6517845,0.6473793,0.6434819,0.6395276,0.6368162,0.6341705,0.632078,0.6308033,0.6297353,0.6278854,0.6260002,0.6228774,0.6193566,0.6151001,0.6098214,0.6044048,0.5978339,0.5914888,0.5847792,0.5793394,0.5741505,0.5680848,0.5621263,0.5571846,0.5527344,0.5501509,0.5485079
flour,0.3829235,0.3527718,0.32386,0.307334,0.2794761,0.2538925,0.2362112,0.229063,0.2274734,0.2295761,0.2349902,0.2438676,0.2487112,0.2508701,0.2529932,0.2532891,0.2509199,0.2500509,0.2477593,0.2430793,0.2399598,0.23687,0.2336971,0.2313036,0.227934,0.2247289,0.2221359,0.220269,0.2184372,0.2163776,0.2153737,0.2155425,0.216271,0.2175518,0.2191535,0.2247855,0.2352192,0.2495598,0.2688202,0.2881569,0.3078458,0.3245863,0.3381502,0.3508811,0.3625558,0.3734927,0.3819435,0.3871427,0.389127,0.3873836,0.3800529,0.3684562,0.3573031,0.3484662,0.3417905,0.3376503,0.335065,0.3327401,0.3312671,0.3291685,0.3275269,0.3260155,0.324641,0.324235,0.325097,0.3280612,0.332961,0.3394255,0.3483198,0.3591309,0.370327,0.3819543,0.3939154,0.4044571,0.4147116,0.4250785,0.4362613,0.4504292,0.4698751,0.4947614,0.5219077,0.5510126,0.5817347,0.6109085,0.6344029,0.6521156,0.6649822,0.6729318,0.6776162,0.679729,0.6811899,0.6803616,0.6787511,0.6753101,0.6716385,0.6676157,0.6626309,0.6580606,0.6532063,0.648707,0.64449,0.6413543,0.6381568,0.6352118,0.6333535,0.631249,0.6296169,0.6274225,0.6253487,0.6223027,0.6188548,0.6144997,0.6092194,0.603712,0.5971666,0.5910707,0.58463,0.5787259,0.5734117,0.5674477,0.5613328,0.5558882,0.5521267,0.5492402,0.5471341
flour,0.3826777,0.3522981,0.3246577,0.3057716,0.277458,0.2511957,0.2352157,0.2255253,0.2223279,0.2258196,0.2327246,0.239156,0.2436713,0.2474234,0.2480238,0.247233,0.2451123,0.2442614,0.241087,0.2387168,0.2349318,0.2321031,0.22745,0.2256117,0.2229336,0.2188848,0.2158072,0.2143796,0.2124122,0.2098409,0.2092797,0.2093953,0.209404,0.210234,0.2126669,0.2185705,0.2276486,0.2423888,0.2616368,0.2811992,0.3004798,0.3175698,0.3312208,0.3436083,0.3556988,0.3663723,0.374929,0.3810403,0.3831592,0.3809123,0.3738288,0.3611079,0.3500625,0.3410332,0.3339137,0.3293907,0.3267475,0.3242789,0.3220309,0.3204395,0.3182722,0.3165826,0.3151481,0.3152235,0.315795,0.3183836,0.3230637,0.3296679,0.338247,0.34854,0.359979,0.3717591,0.3833499,0.3941768,0.4045018,0.4153246,0.4266687,0.4415599,0.4616945,0.4858373,0.5125431,0.5423405,0.5728561,0.601942,0.6250564,0.6426586,0.6550711,0.6623992,0.6665615,0.6689762,0.6699441,0.6684415,0.6669411,0.6639304,0.6597105,0.6552416,0.6504222,0.6455059,0.6406527,0.6364217,0.6322734,0.6292164,0.6258259,0.622899,0.6204035,0.6185618,0.616679,0.6146638,0.6125903,0.6094139,0.6061085,0.6017805,0.5962116,0.5908439,0.5845475,0.5783093,0.5718325,0.5662203,0.5611268,0.5551735,0.5491186,0.5438809,0.5400011,0.5370355,0.5352929
