class,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123
flour,-2.812416401,-2.694955704,-2.443291567,-2.189503359,-1.469911501,-0.796884941,-0.238444533,0.178205076,0.357514667,0.377601487,0.199192074,0.039520184,-0.110108781,-0.212682504,-0.292720649,-0.395018291,-0.44757279,-0.457072302,-0.451559435,-0.42061506,-0.452643344,-0.495159781,-0.445548846,-0.421271238,-0.345857446,-0.335578298,-0.328147448,-0.248258037,-0.206905223,-0.13293891,-0.077590551,0.052297668,0.291063779,0.634175778,1.038594231,1.367835116,1.613759884,1.669665265,1.541795157,1.373098149,1.204848313,1.09384149,1.02748198,0.862912574,0.644944871,0.349546238,-0.108914052,-0.680062924,-1.143260331,-1.354107289,-1.273227292,-1.00082988,-0.767450261,-0.570900203,-0.431909096,-0.37593275,-0.352915975,-0.35048277,-0.340016977,-0.302524432,-0.231226576,-0.12430847,0.033454185,0.202786956,0.37349916,0.553941266,0.724810952,0.86610014,0.948484971,0.953911319,0.919594675,0.912439906,0.934242509,1.056968183,1.301671974,1.628026648,1.994433448,2.310926012,2.546247918,2.69015404,2.59597745,2.276657974,1.789726371,1.256709695,0.806681534,0.419511323,0.14633233,-0.054440596,-0.187820654,-0.326489992,-0.438061614,-0.501610738,-0.579393575,-0.613290265,-0.634230602,-0.626187319,-0.591156171,-0.558042034,-0.5135279,-0.470612896,-0.439731708,-0.411611327,-0.382170814,-0.357973891,-0.354865066,-0.376105787,-0.421698968,-0.476889845,-0.541507324,-0.604055169,-0.662152671,-0.718005558,-0.756264129,-0.752837423,-0.716386014,-0.693450896,-0.689538132,-0.693164122,-0.664649063,-0.569627704,-0.452908732
flour,-2.747617994,-2.714890298,-2.524261064,-2.258243935,-1.479903997,-0.738767214,-0.202358571,0.147068264,0.330933287,0.335635191,0.191233889,0.027426302,-0.149705612,-0.212941255,-0.281180081,-0.38956974,-0.414886934,-0.457272095,-0.472997911,-0.443378252,-0.484439727,-0.482300643,-0.436919209,-0.419555794,-0.346538286,-0.341716843,-0.341482623,-0.266327003,-0.198248536,-0.114284866,-0.070135762,0.031769586,0.277295825,0.623199633,1.046542954,1.377808468,1.609727566,1.673748479,1.540972677,1.372415566,1.180744488,1.058319093,1.001680498,0.855434589,0.653752286,0.363142006,-0.090605272,-0.664466839,-1.138365825,-1.358033539,-1.270574056,-0.987299444,-0.749829029,-0.566181704,-0.444292781,-0.394837272,-0.356146186,-0.342118225,-0.330065103,-0.298188764,-0.232529279,-0.125121208,0.030450759,0.2035465,0.38214788,0.568393984,0.723895004,0.856067275,0.940136879,0.956666431,0.933260905,0.921641236,0.928384065,1.041488262,1.285118384,1.618425795,1.997746355,2.310064307,2.558662625,2.697391126,2.600980726,2.282897646,1.791502099,1.259526152,0.801421984,0.417204175,0.146762125,-0.035511949,-0.172088732,-0.31032158,-0.430366867,-0.506255276,-0.573019776,-0.599349657,-0.615997777,-0.613072451,-0.592204475,-0.56924212,-0.511814368,-0.461545404,-0.423031198,-0.399215542,-0.381148493,-0.357931509,-0.341074438,-0.363087276,-0.416645045,-0.47148471,-0.54836151,-0.613503961,-0.667278457,-0.71625775,-0.744356434,-0.738316266,-0.710129143,-0.686524383,-0.680883654,-0.689394313,-0.658739614,-0.566230298,-0.449670133
flour,-2.810193112,-2.789012934,-2.556355606,-2.251607221,-1.424499146,-0.761942754,-0.261609599,0.121611336,0.301124987,0.347378005,0.222185781,0.052552091,-0.125046629,-0.229020028,-0.31687883,-0.367108566,-0.400883617,-0.440115544,-0.465890783,-0.438406405,-0.456063961,-0.477916587,-0.437898205,-0.426365143,-0.338137267,-0.343437625,-0.330573194,-0.254961446,-0.196649775,-0.10915908,-0.073092295,0.045102991,0.274016446,0.609543817,1.028699172,1.371297874,1.616406117,1.670164272,1.536134576,1.364796578,1.197780218,1.08463602,1.018539025,0.864031549,0.638620427,0.338155033,-0.110038286,-0.670497563,-1.126875231,-1.338965893,-1.262222771,-0.988232116,-0.75348305,-0.56773573,-0.433382369,-0.383218332,-0.346712911,-0.336018476,-0.330304601,-0.295977872,-0.234106864,-0.125633088,0.02894685,0.20637939,0.388648531,0.574718549,0.738604548,0.862687619,0.940187245,0.944813223,0.915639996,0.917398409,0.935911017,1.047569259,1.284252579,1.610146361,1.981130869,2.296000755,2.540132209,2.685581927,2.585827752,2.271481525,1.787043648,1.259192299,0.809083083,0.416699079,0.13985825,-0.045066868,-0.184494505,-0.317421812,-0.419015557,-0.489083474,-0.554910911,-0.594690651,-0.619271715,-0.619671706,-0.588418335,-0.553609492,-0.505847331,-0.465197079,-0.432622967,-0.399102982,-0.36732402,-0.340243498,-0.347175702,-0.373589573,-0.417944085,-0.466180631,-0.529362719,-0.597120545,-0.661025322,-0.709507273,-0.737260243,-0.735875735,-0.700795401,-0.683405472,-0.683434457,-0.686296225,-0.655195507,-0.564017943,-0.440301047
flour,-2.820443185,-2.642992536,-2.381781556,-2.210329683,-1.427608471,-0.756812134,-0.238089044,0.161013405,0.32476559,0.340841409,0.193838545,0.047755251,-0.090146022,-0.192851662,-0.311774292,-0.408067448,-0.443424838,-0.461280977,-0.456200791,-0.435378105,-0.463449516,-0.486554462,-0.449985356,-0.426308865,-0.368091617,-0.374643312,-0.354707846,-0.271277895,-0.193404581,-0.102803352,-0.062512828,0.055146128,0.289841516,0.630075763,1.036441643,1.369784993,1.611830083,1.676298058,1.547428772,1.377773884,1.199841882,1.0802183,1.020016818,0.844159241,0.622165299,0.331254543,-0.126180835,-0.67843786,-1.132087117,-1.349349879,-1.263102395,-0.995179922,-0.764127524,-0.572299025,-0.443329744,-0.387677098,-0.360763483,-0.342571083,-0.329502985,-0.299037554,-0.238247861,-0.138360734,0.027909977,0.202064682,0.385256275,0.567516534,0.72865608,0.866974003,0.948201102,0.957159563,0.92335309,0.915622031,0.928370533,1.040062084,1.282728718,1.627131423,2.013414784,2.332377344,2.572083313,2.704128941,2.61680503,2.297929721,1.804452666,1.270864493,0.809218501,0.415343291,0.135063476,-0.038185383,-0.1730956,-0.315645704,-0.434071295,-0.515820923,-0.572614699,-0.604082051,-0.622926385,-0.623125396,-0.600667483,-0.571233382,-0.519747234,-0.477376403,-0.444593418,-0.414510324,-0.383703729,-0.349610013,-0.352556953,-0.372157139,-0.420792422,-0.479740032,-0.548810762,-0.61837755,-0.67718693,-0.725092832,-0.758516967,-0.753485798,-0.720118523,-0.702126115,-0.695863624,-0.700548728,-0.668350034,-0.572276477,-0.454992996
flour,-2.671500394,-2.617450208,-2.458845069,-2.140186928,-1.52813997,-0.833243031,-0.179696349,0.250927447,0.436170055,0.449148995,0.260498481,0.077096341,-0.089400791,-0.234516801,-0.344435719,-0.411916243,-0.441765314,-0.474364625,-0.497049122,-0.494821029,-0.48972611,-0.477042123,-0.475431838,-0.483787186,-0.432548024,-0.379808188,-0.33460959,-0.282206559,-0.230803977,-0.159552834,-0.093182371,0.041166849,0.273830169,0.641316029,1.086563926,1.461712593,1.691019824,1.708725988,1.590709805,1.39907289,1.205269662,1.050380335,0.907816269,0.721138753,0.464421795,0.132525633,-0.237750326,-0.643577121,-0.978437762,-1.138217732,-1.109406976,-0.913241133,-0.717182908,-0.554913771,-0.447101377,-0.386639944,-0.357848121,-0.352692417,-0.345533822,-0.313075012,-0.237472312,-0.122252207,0.031670549,0.203012488,0.403992248,0.590744498,0.768794631,0.90663546,0.965976868,0.971666676,0.928341429,0.879129075,0.858282057,0.93459125,1.154154061,1.518682417,1.941782911,2.318098437,2.599924289,2.72652102,2.645813437,2.346486692,1.876108976,1.358698172,0.909454455,0.531847513,0.255223202,0.044993269,-0.109485514,-0.2491698,-0.380962093,-0.480367323,-0.564411067,-0.600178136,-0.626725923,-0.634868028,-0.61002818,-0.576804086,-0.540198991,-0.507919545,-0.476807954,-0.429867537,-0.388238272,-0.358008551,-0.360943137,-0.391122038,-0.42518914,-0.498780976,-0.569199075,-0.639408913,-0.713147229,-0.76149565,-0.797509842,-0.798687662,-0.768456945,-0.744812854,-0.744382382,-0.747433554,-0.719322315,-0.645468409,-0.549363468
flour,-2.727106698,-2.676549114,-2.44031658,-2.154922641,-1.435113667,-0.762846571,-0.277324927,0.142194591,0.337976335,0.359992458,0.199980028,0.024391209,-0.128229054,-0.21626895,-0.285568182,-0.368208343,-0.421689144,-0.480486047,-0.47839916,-0.435105834,-0.453216791,-0.475008582,-0.434067802,-0.426645133,-0.359405239,-0.3664491,-0.373456555,-0.27847611,-0.209756405,-0.12186508,-0.08062814,0.046783189,0.297397636,0.630798846,1.032412061,1.359558512,1.615259809,1.687434046,1.550736509,1.378508751,1.199828466,1.071055396,1.011750791,0.832609049,0.60284872,0.324375652,-0.131178837,-0.685049249,-1.132513973,-1.350204594,-1.256786608,-0.981269226,-0.760546173,-0.571284846,-0.439716468,-0.388990635,-0.358771596,-0.346788473,-0.336771215,-0.298977985,-0.233283824,-0.130328732,0.025679157,0.197558608,0.38506266,0.578731934,0.742253012,0.871529848,0.954770198,0.959842289,0.922844064,0.913697573,0.919107148,1.030731531,1.27471241,1.617862269,2.011606117,2.332801839,2.571765726,2.719369981,2.625947075,2.315601988,1.821247722,1.28450927,0.829724205,0.423017253,0.144026644,-0.047378638,-0.174371803,-0.3136167,-0.432432532,-0.510919579,-0.581036446,-0.607536279,-0.627903358,-0.625546877,-0.605366742,-0.569317997,-0.520199883,-0.474700616,-0.438236657,-0.41094182,-0.372500188,-0.348190554,-0.348306657,-0.376230217,-0.428103298,-0.47957494,-0.547138543,-0.61100065,-0.670518765,-0.724902801,-0.761002711,-0.766023639,-0.735246719,-0.705510784,-0.69594908,-0.694777235,-0.669574205,-0.577690145,-0.458573235
flour,-2.799668477,-2.675017321,-2.411592729,-2.186298787,-1.418376511,-0.73729174,-0.207929194,0.156497517,0.316604507,0.325399799,0.183398272,0.048227026,-0.10531746,-0.192361705,-0.312692988,-0.414215894,-0.454103831,-0.46392396,-0.453596827,-0.434759899,-0.479091752,-0.491138762,-0.43723979,-0.421252915,-0.351661426,-0.372076465,-0.365624222,-0.268433002,-0.187752397,-0.102329581,-0.073379151,0.043071335,0.277416532,0.625428122,1.037207052,1.36773832,1.622658041,1.680050911,1.543952291,1.372043426,1.188175169,1.070251909,1.014181188,0.833265369,0.608699938,0.318113706,-0.1440004,-0.680590955,-1.124331821,-1.331633514,-1.247213877,-0.990862731,-0.76387451,-0.571210962,-0.435836914,-0.385446608,-0.350478088,-0.342041145,-0.341633573,-0.305067252,-0.236046758,-0.126003229,0.031996986,0.201334405,0.382250224,0.568930138,0.734980398,0.868112798,0.950353795,0.958779908,0.931155566,0.928574274,0.932687407,1.032482561,1.271623131,1.615618067,2.003687908,2.331750115,2.57318254,2.712666767,2.629068181,2.307291841,1.816127873,1.277429559,0.811740828,0.426016988,0.14373578,-0.033151571,-0.16735311,-0.30613836,-0.421499034,-0.513017714,-0.576124472,-0.613840658,-0.628512276,-0.623604672,-0.593740651,-0.561038391,-0.522906756,-0.481288114,-0.448535645,-0.413396812,-0.379588003,-0.350651356,-0.34801395,-0.369625125,-0.418747428,-0.47606351,-0.551625834,-0.619764239,-0.681807765,-0.731159451,-0.762633088,-0.761465501,-0.725038976,-0.704823785,-0.695885745,-0.69781236,-0.66507269,-0.574438068,-0.462194239
flour,-2.770360501,-2.672394408,-2.416257843,-2.191156979,-1.434952323,-0.771533924,-0.255644849,0.135127061,0.323336244,0.361373531,0.20939268,0.03605473,-0.140932626,-0.217998288,-0.304252424,-0.388388565,-0.443038131,-0.460648388,-0.450124358,-0.438147651,-0.4659355,-0.49580099,-0.435314145,-0.406121846,-0.358940374,-0.362864372,-0.364742222,-0.293963617,-0.210003647,-0.125737592,-0.080865049,0.050434848,0.28725259,0.627646353,1.03699697,1.375965615,1.613838416,1.674083149,1.548182563,1.372299477,1.197205718,1.076171991,1.008037926,0.824682808,0.587545202,0.290653978,-0.14653665,-0.677472145,-1.123253839,-1.338909353,-1.250622849,-0.979187908,-0.743932089,-0.557155899,-0.436053278,-0.381320054,-0.350538275,-0.33034942,-0.331459595,-0.302365716,-0.237628119,-0.135419148,0.036363768,0.207166424,0.389552106,0.573826465,0.73378621,0.868969753,0.949121861,0.956487599,0.922588865,0.914560761,0.922531781,1.025213167,1.262530881,1.60847749,1.995911,2.325671487,2.574697221,2.720614429,2.636490098,2.319208258,1.834297802,1.290511632,0.828273163,0.433907945,0.156972322,-0.022071024,-0.163599692,-0.309274786,-0.426921888,-0.504811324,-0.573701252,-0.609725855,-0.638224294,-0.631330971,-0.596125221,-0.562383959,-0.517557673,-0.479628648,-0.443433779,-0.407342251,-0.371481026,-0.347736263,-0.340729757,-0.366441932,-0.423334486,-0.481442525,-0.554859764,-0.612595776,-0.673079669,-0.726971403,-0.76661687,-0.761165397,-0.725667341,-0.702940239,-0.699197334,-0.705518838,-0.665683421,-0.576896944,-0.457197789
flour,-2.743987574,-2.688746967,-2.460242571,-2.222951661,-1.426718377,-0.721268905,-0.239512777,0.133790174,0.319374547,0.347584189,0.185661863,0.018601128,-0.143706554,-0.19331526,-0.268808691,-0.363329082,-0.403182968,-0.434211019,-0.479117789,-0.475181652,-0.499827733,-0.512399977,-0.434218883,-0.416745145,-0.355819552,-0.36739105,-0.355134365,-0.270611607,-0.200789399,-0.119320982,-0.076558246,0.058041149,0.288883242,0.627454004,1.01953127,1.354786199,1.617524377,1.686919941,1.559123261,1.372849769,1.180251324,1.063496277,1.002957023,0.825738418,0.6018986,0.303645725,-0.149779846,-0.688562785,-1.116573529,-1.32259554,-1.23617156,-0.984485829,-0.764548725,-0.567137261,-0.433956409,-0.382180075,-0.347943344,-0.332382624,-0.333119913,-0.302146913,-0.240796642,-0.140604044,0.029686998,0.206191909,0.382713531,0.573686008,0.740991524,0.873810614,0.954950692,0.955167946,0.917661587,0.911198024,0.922212132,1.025033408,1.266595676,1.614620444,2.007446795,2.340486909,2.583969077,2.723566306,2.620795165,2.301344752,1.808376923,1.290585079,0.842144562,0.433785016,0.150868726,-0.038185819,-0.170340366,-0.305803864,-0.429087355,-0.512695875,-0.571362416,-0.610093658,-0.624464886,-0.615628237,-0.596109752,-0.561153427,-0.5200491,-0.480365281,-0.443845906,-0.412209346,-0.376487225,-0.352322838,-0.347087107,-0.370010882,-0.414486093,-0.470497412,-0.551680744,-0.613665083,-0.675056642,-0.726618671,-0.762000656,-0.760381571,-0.720722329,-0.698580079,-0.696461603,-0.701058352,-0.669384436,-0.574861096,-0.457160353
flour,-2.765860677,-2.683971271,-2.43120557,-2.203879721,-1.457930467,-0.788818825,-0.273833617,0.172739536,0.325890804,0.359680518,0.204960333,0.036584869,-0.110238631,-0.214204941,-0.29518406,-0.400155028,-0.432602905,-0.454331816,-0.463114212,-0.416311137,-0.458487086,-0.51109594,-0.466262859,-0.436308931,-0.339734029,-0.3507076,-0.358854959,-0.284062051,-0.209461817,-0.107323945,-0.073111527,0.052230785,0.292845244,0.617209002,1.037613878,1.37254325,1.615288919,1.685238435,1.532858846,1.353977733,1.188352788,1.064950978,1.003697352,0.831219701,0.596127909,0.299234943,-0.156977808,-0.688706978,-1.112907335,-1.318602577,-1.240095779,-0.983491343,-0.748985438,-0.554258852,-0.42638327,-0.373309442,-0.345710855,-0.344585285,-0.338795234,-0.30297163,-0.234773875,-0.123321786,0.035057239,0.208095218,0.384099,0.570803072,0.739409549,0.87865683,0.959261416,0.956029211,0.918612113,0.907591356,0.922330918,1.02815319,1.264158218,1.61111792,2.004441282,2.337917736,2.581075295,2.715752467,2.629206444,2.309095276,1.811962888,1.289164552,0.822709604,0.429095265,0.146460176,-0.042473409,-0.162292072,-0.302211747,-0.415026316,-0.496185331,-0.568734962,-0.610595359,-0.637479282,-0.629807711,-0.600613665,-0.566137795,-0.517223171,-0.46918246,-0.433857252,-0.411575878,-0.378321916,-0.353246769,-0.34584848,-0.362421394,-0.420151838,-0.477608017,-0.551404131,-0.616754046,-0.674903261,-0.725921571,-0.762722309,-0.764551729,-0.724285808,-0.701722305,-0.693365561,-0.700363756,-0.671991524,-0.577921384,-0.455668737
flour,-2.82345837,-2.702115584,-2.444790731,-2.176685676,-1.419051879,-0.71994368,-0.211220031,0.140115826,0.32134676,0.309453268,0.171266294,0.043579721,-0.103612101,-0.208654536,-0.304782763,-0.383815573,-0.421696031,-0.477227567,-0.488988056,-0.460053333,-0.479103413,-0.482077771,-0.432395445,-0.415838939,-0.362615757,-0.37527082,-0.384349558,-0.274382043,-0.193608362,-0.104109634,-0.070764111,0.038932471,0.282953006,0.618807224,1.045839959,1.37682427,1.62960532,1.679109322,1.53105938,1.353645161,1.160883293,1.045637991,0.994955673,0.828070427,0.593309909,0.282378627,-0.165660822,-0.685106545,-1.104828999,-1.29831697,-1.220685133,-0.956882504,-0.729039168,-0.549305757,-0.427513714,-0.385089453,-0.350888766,-0.334530288,-0.331317508,-0.305974871,-0.244116296,-0.134988183,0.03074535,0.207800951,0.394890947,0.578889345,0.739238688,0.870394196,0.949280209,0.961787489,0.921760252,0.911461819,0.919054856,1.017834292,1.253250961,1.59710511,1.999740028,2.335436612,2.58739698,2.726781973,2.637116744,2.323476125,1.828610484,1.288627008,0.828715742,0.441043255,0.170768761,-0.019790171,-0.16458694,-0.30809702,-0.417231045,-0.491429414,-0.570214935,-0.608107216,-0.635563134,-0.623763237,-0.596669877,-0.566070143,-0.522319785,-0.482092549,-0.442696833,-0.408625209,-0.365820655,-0.346451366,-0.343856315,-0.372193014,-0.42476497,-0.474983252,-0.549636789,-0.61623818,-0.678578523,-0.728465774,-0.762228041,-0.759989637,-0.725076641,-0.700319221,-0.696180341,-0.7032522,-0.674281024,-0.583535016,-0.461016871
flour,-2.819078653,-2.700730757,-2.393652802,-2.215181845,-1.46868746,-0.779741517,-0.247062763,0.163078798,0.336217386,0.369335972,0.209060644,0.031046521,-0.138680571,-0.223470767,-0.314004879,-0.391095826,-0.434747221,-0.458102923,-0.474985151,-0.463656819,-0.476596874,-0.495915885,-0.432134202,-0.418421268,-0.357946719,-0.36921007,-0.373116799,-0.265480903,-0.192348866,-0.117612983,-0.071535636,0.049892944,0.289203723,0.630750094,1.041565093,1.376161464,1.621593244,1.663117992,1.521754068,1.348015884,1.157905473,1.049515404,0.999439764,0.826704845,0.601171981,0.296391001,-0.158054717,-0.684653821,-1.11232545,-1.309061941,-1.21669655,-0.957128475,-0.737539392,-0.552767258,-0.428846761,-0.381349679,-0.344793999,-0.336406543,-0.336512876,-0.306691577,-0.241470469,-0.131490338,0.036439934,0.212395344,0.394022797,0.584615642,0.742911022,0.870143575,0.953657784,0.960628459,0.923039977,0.91126367,0.912304349,1.02213778,1.266443226,1.60410059,1.999067147,2.325316429,2.577044463,2.725383986,2.63255979,2.31885674,1.822951254,1.290017499,0.836067014,0.438723732,0.156628954,-0.027760186,-0.162615193,-0.303685719,-0.418771771,-0.5024632,-0.566079477,-0.593063277,-0.617234194,-0.612009141,-0.598719567,-0.57229598,-0.523826155,-0.482340789,-0.435657938,-0.407850062,-0.374433154,-0.346257053,-0.350168705,-0.370065652,-0.420412046,-0.477313632,-0.547055833,-0.617223364,-0.675022867,-0.728413517,-0.76339095,-0.75893976,-0.726933726,-0.702007653,-0.696863333,-0.698482932,-0.667304912,-0.572700634,-0.452291073
flour,-2.791035964,-2.703738651,-2.47939339,-2.218528163,-1.456489477,-0.761540924,-0.243611977,0.129502958,0.348260092,0.358152707,0.194502113,0.04111964,-0.147895417,-0.233970359,-0.283751626,-0.397891712,-0.42336784,-0.461370067,-0.483658343,-0.44449007,-0.493026238,-0.497403851,-0.437356438,-0.422261084,-0.350598668,-0.37567162,-0.365939089,-0.257038305,-0.193388007,-0.109573021,-0.091931141,0.034940585,0.295356193,0.632312834,1.037410037,1.355661523,1.605746754,1.668337728,1.53559328,1.353998425,1.159374489,1.034311122,0.985139558,0.804606002,0.55958813,0.257281828,-0.187087407,-0.673822648,-1.070408704,-1.261569089,-1.18420787,-0.951080702,-0.737850428,-0.544110908,-0.410851621,-0.366483573,-0.346872262,-0.340376003,-0.331873749,-0.293705508,-0.232966373,-0.130063808,0.032906922,0.207472892,0.392745732,0.579398065,0.740309439,0.877961161,0.959535956,0.957654472,0.916034537,0.902265313,0.900553795,1.007194625,1.243882186,1.59598853,2.005511767,2.33643165,2.587339043,2.724102396,2.634259545,2.333639069,1.847963151,1.321307636,0.854607633,0.451616229,0.179079673,-0.010960121,-0.144832076,-0.294520752,-0.421917199,-0.49349068,-0.564245952,-0.597718387,-0.626722298,-0.631846971,-0.603234377,-0.572130596,-0.521479735,-0.47410566,-0.437958236,-0.406556027,-0.373286167,-0.350626337,-0.33509421,-0.365864976,-0.422151397,-0.481905322,-0.563124374,-0.618322814,-0.676954173,-0.728779974,-0.759838299,-0.763678345,-0.730234567,-0.706759493,-0.701269195,-0.698193996,-0.668422274,-0.582188237,-0.464292099
flour,-2.779111205,-2.691993276,-2.451331702,-2.252824187,-1.443320417,-0.73872806,-0.259727648,0.101101697,0.32026882,0.350322125,0.220999749,0.060212249,-0.13892362,-0.222359354,-0.308295661,-0.401425437,-0.41901935,-0.467391743,-0.480700796,-0.443560725,-0.486179134,-0.482212402,-0.434949508,-0.430686383,-0.357902039,-0.370128268,-0.365608268,-0.263544207,-0.200302744,-0.123318506,-0.07884171,0.043630025,0.283594087,0.624896046,1.035631126,1.374185518,1.629179689,1.670716263,1.517598436,1.349770604,1.177819939,1.058095771,0.97843016,0.784188735,0.557273888,0.282050865,-0.146416445,-0.678182789,-1.097664439,-1.286568807,-1.198640736,-0.941749646,-0.730702714,-0.55260979,-0.422125553,-0.371017448,-0.342738552,-0.333335965,-0.33552236,-0.304710289,-0.239946352,-0.133526295,0.036785313,0.213144336,0.395995362,0.584660639,0.742816166,0.878395407,0.959656602,0.958461148,0.918112124,0.903958351,0.905568755,1.00788969,1.238875995,1.587421809,1.994746389,2.335318232,2.592033461,2.733600837,2.643213688,2.32485752,1.839764248,1.302790271,0.848676039,0.464646005,0.177968365,-0.010396567,-0.163595408,-0.308162284,-0.417331883,-0.500162975,-0.56656992,-0.606922896,-0.632003707,-0.628267174,-0.604734524,-0.563947826,-0.512743888,-0.471391078,-0.438317525,-0.408761174,-0.371037208,-0.341811829,-0.340357525,-0.369108674,-0.420168368,-0.483696345,-0.555199281,-0.61985948,-0.68066459,-0.72659075,-0.763250663,-0.759365934,-0.72569169,-0.69966242,-0.697393034,-0.702051351,-0.672773609,-0.581079366,-0.458407071
flour,-2.772791468,-2.6960316,-2.483265038,-2.253630765,-1.459673434,-0.739643241,-0.235869549,0.179219488,0.352207071,0.346706903,0.22456495,0.042804019,-0.110823603,-0.199220233,-0.320791086,-0.436306508,-0.47358334,-0.496210541,-0.499085832,-0.448299588,-0.477624583,-0.496730172,-0.44392776,-0.435211819,-0.3652992,-0.371325928,-0.366802665,-0.271988347,-0.20926247,-0.122710777,-0.07394268,0.050619267,0.282859613,0.615433252,1.034666469,1.373323253,1.619595612,1.673230423,1.511689565,1.348898624,1.160909051,1.017690872,0.97143086,0.778903177,0.553484347,0.258081635,-0.195028544,-0.678115979,-1.060230728,-1.242516239,-1.172755056,-0.93388719,-0.726996911,-0.543603844,-0.415703392,-0.372928371,-0.33656312,-0.330029628,-0.3277096,-0.2997109,-0.241904195,-0.138145298,0.029316382,0.216914005,0.399401429,0.583304229,0.745666599,0.882619515,0.958291623,0.957027682,0.9151296,0.905584229,0.910102543,1.004113166,1.230930545,1.572575454,1.995752917,2.339311057,2.599273956,2.739685139,2.642966497,2.337719502,1.846335789,1.313780487,0.854358525,0.462521236,0.176179895,-0.00756652,-0.141530322,-0.291342369,-0.410591214,-0.499201636,-0.560099401,-0.594779069,-0.624268367,-0.622892583,-0.606402964,-0.572669519,-0.521648698,-0.476749624,-0.441585957,-0.406653897,-0.371283368,-0.341082423,-0.337742929,-0.365076501,-0.413914872,-0.474478095,-0.55077079,-0.617199408,-0.679103773,-0.72708896,-0.765371401,-0.768921717,-0.734313313,-0.711031872,-0.700337374,-0.701841829,-0.670490768,-0.576638509,-0.454629186
flour,-2.773002658,-2.624753889,-2.40689499,-2.078115855,-1.389587518,-0.689169616,-0.13374924,0.225020402,0.36483616,0.412890837,0.273776808,0.066020974,-0.112292866,-0.243315046,-0.345761414,-0.438250783,-0.480992949,-0.51464634,-0.513866981,-0.490791625,-0.491419811,-0.484731421,-0.482360658,-0.465892999,-0.418174376,-0.382628256,-0.33663791,-0.288560762,-0.227997529,-0.161522199,-0.099336919,0.026287971,0.267532744,0.618229943,1.044088799,1.410748045,1.620428272,1.646318717,1.511544787,1.300969779,1.115329147,0.949572893,0.77301593,0.544613725,0.221307467,-0.113766805,-0.418851591,-0.651041296,-0.795185918,-0.855026993,-0.825027294,-0.723400121,-0.583076706,-0.473409777,-0.388683354,-0.345691956,-0.33769408,-0.337284482,-0.338420324,-0.296895714,-0.224995516,-0.108569717,0.041285778,0.214212543,0.415061398,0.61622077,0.792868642,0.926512859,0.991208839,0.987707342,0.934533207,0.867238683,0.831985716,0.882931069,1.092827841,1.476720826,1.961886544,2.408005667,2.718722675,2.8437204,2.763839689,2.468274726,2.000123137,1.471942528,0.981864704,0.58263888,0.29072148,0.074220075,-0.093312464,-0.244753234,-0.38843923,-0.487791655,-0.571482338,-0.626160033,-0.64864704,-0.65583185,-0.644365162,-0.613669862,-0.574248399,-0.525065031,-0.470827576,-0.429182437,-0.389441262,-0.372470033,-0.378742698,-0.408313392,-0.452469231,-0.51821321,-0.600188894,-0.671538537,-0.750169005,-0.801930488,-0.833149787,-0.835094609,-0.803515763,-0.788937768,-0.793860089,-0.79287542,-0.751382476,-0.66548446,-0.556779728
