class,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123
citric-acid,-2.511616069,-2.287748628,-2.006526707,-1.613209639,-1.147627665,-0.765614112,-0.530104751,-0.397435747,-0.250387433,-0.004624192,0.345732969,0.692383438,0.786918653,0.442286424,-0.201133731,-0.715123683,-0.81293959,-0.529557757,-0.181889695,0.021586549,0.093830489,0.070856703,-0.026704292,-0.149977244,-0.268811675,-0.378744367,-0.459069761,-0.513006144,-0.532224578,-0.522870087,-0.493276616,-0.421690652,-0.305655072,-0.202907441,-0.153846615,-0.07637386,0.177721642,0.598207224,0.826422061,0.564449838,-0.035933153,-0.641166182,-1.038713673,-1.215608851,-1.224507965,-0.984618878,-0.475006559,0.162561064,0.69779684,0.863687766,0.605729211,0.132194982,-0.188434544,-0.212632051,-0.079234501,0.041129848,0.010134715,-0.076419238,-0.135657795,-0.12937173,-0.046616164,-0.00168012,-0.017078127,-0.046684313,-0.071742272,-0.086265367,-0.069306102,0.020912612,0.255952851,0.658544528,1.012133269,0.961988918,0.496263467,-0.102116465,-0.481477187,-0.515445215,-0.378027145,-0.257631861,-0.165041281,-0.015451652,0.241183769,0.700366957,1.292929764,1.887163669,2.448995199,2.983863522,3.55199418,3.67433053,2.474884686,0.269610468,-1.733174656,-2.427515588,-1.66376321,-0.528891124,0.288385997,0.825794815,1.16958452,1.362340389,1.427917297,1.408677323,1.316734175,1.133823541,0.880808897,0.606159848,0.378410235,0.217774464,0.100486279,-0.006706807,-0.128322693,-0.275514197,-0.434086638,-0.562182178,-0.643902628,-0.694931188,-0.730376247,-0.758962547,-0.774930897,-0.762498396,-0.712488578,-0.642220044,-0.548612774
citric-acid,-2.561955734,-2.316911475,-2.031624806,-1.623609055,-1.15144409,-0.767684047,-0.533465073,-0.398839277,-0.226353488,0.04030851,0.410262533,0.771227734,0.856593275,0.481511059,-0.19262189,-0.720128179,-0.815301846,-0.520079375,-0.16744906,0.038368885,0.11137901,0.080466773,-0.029833728,-0.166722963,-0.293758552,-0.401343468,-0.476493922,-0.533195882,-0.558181749,-0.54779703,-0.513481616,-0.431858184,-0.307493746,-0.200155595,-0.147608299,-0.066504164,0.203582059,0.646108728,0.886426227,0.611856414,-0.021284734,-0.659593164,-1.085911024,-1.2737017,-1.279649234,-1.024506598,-0.481846247,0.190526439,0.752919515,0.923475643,0.65031427,0.155887654,-0.177303499,-0.201489445,-0.062238537,0.061917451,0.028542274,-0.064521299,-0.129482032,-0.12304025,-0.041163329,0.002134391,-0.015665139,-0.048339435,-0.071300025,-0.082420404,-0.062222547,0.036484425,0.28203275,0.694012873,1.051115027,0.996381466,0.521249332,-0.093173872,-0.487609541,-0.533275061,-0.394800583,-0.262708838,-0.162653115,-0.00393714,0.2640658,0.734407711,1.337492837,1.929563113,2.479181787,2.998845383,3.535221264,3.619634198,2.423705802,0.264054942,-1.676992754,-2.334278071,-1.58785249,-0.488375017,0.301159065,0.815148193,1.141750414,1.318657428,1.364288287,1.33273502,1.229073663,1.049142327,0.808070141,0.540923299,0.3195113,0.161850623,0.050399191,-0.052335909,-0.163297068,-0.304427955,-0.457664903,-0.575553356,-0.649514376,-0.693441391,-0.731037039,-0.764748508,-0.783592687,-0.767007354,-0.714932792,-0.64930766,-0.563874091
citric-acid,-2.526550306,-2.284735014,-2.003768893,-1.623240063,-1.157488545,-0.765168666,-0.531601835,-0.398272098,-0.246187022,-0.002452069,0.343900603,0.690169717,0.783728789,0.434672763,-0.204751733,-0.707282975,-0.799135769,-0.517249288,-0.179111374,0.01882744,0.089709819,0.063900863,-0.032582363,-0.157177626,-0.277520482,-0.38630137,-0.459987388,-0.510979943,-0.533166833,-0.524621063,-0.496929527,-0.422953863,-0.306132335,-0.201658077,-0.151543855,-0.075010401,0.177622347,0.593684514,0.820038403,0.560546922,-0.035122807,-0.638966915,-1.038791978,-1.219490473,-1.225487518,-0.984993971,-0.475468896,0.161684532,0.695754046,0.863278565,0.605118757,0.135340245,-0.184763974,-0.210188685,-0.078560488,0.040520654,0.011081309,-0.075768344,-0.136238936,-0.129995004,-0.047532685,-0.004906579,-0.018540418,-0.049677417,-0.074964841,-0.086351842,-0.068380155,0.024161676,0.258502602,0.659371258,1.00863836,0.960101744,0.498215258,-0.100009418,-0.479570095,-0.520330749,-0.382592039,-0.256104225,-0.162499749,-0.012103935,0.246701707,0.709552474,1.305844221,1.900497385,2.463195069,2.999830737,3.567291727,3.675839579,2.459712305,0.252529248,-1.734929036,-2.405184087,-1.634070622,-0.507251742,0.298813789,0.829977073,1.17038519,1.358853673,1.421532295,1.405032326,1.307771628,1.119603505,0.869577905,0.596531374,0.37171327,0.212313278,0.092595696,-0.008910818,-0.125818456,-0.274164083,-0.431876462,-0.565747175,-0.648624425,-0.695564482,-0.729651728,-0.758786552,-0.777152538,-0.761414385,-0.710015088,-0.639530428,-0.544611624
citric-acid,-2.489434993,-2.278203499,-2.012930557,-1.628416191,-1.160985372,-0.768344108,-0.540206045,-0.400247225,-0.253606916,-0.001131648,0.349776138,0.690045645,0.780953296,0.428980816,-0.206355944,-0.702093743,-0.793282643,-0.515861255,-0.184578884,0.01045405,0.088844535,0.062681328,-0.033678977,-0.158379567,-0.280637451,-0.386259299,-0.462402175,-0.514552411,-0.534203382,-0.526513714,-0.495823138,-0.422487938,-0.307602528,-0.202994301,-0.152123231,-0.072877372,0.178783207,0.594053113,0.819498712,0.559150096,-0.038929854,-0.640676729,-1.038659597,-1.218788183,-1.226776785,-0.987079364,-0.474631084,0.163428108,0.696247158,0.859521484,0.601520725,0.130534401,-0.186206819,-0.207555636,-0.076180976,0.042672972,0.010002393,-0.07780075,-0.13686496,-0.129974168,-0.048244127,-0.005138876,-0.0203206,-0.051249284,-0.074900962,-0.087583135,-0.069998953,0.022544556,0.258448735,0.658480775,1.008876515,0.959673942,0.495294497,-0.102011861,-0.481899969,-0.51877491,-0.380776554,-0.256977546,-0.16177798,-0.011013524,0.249484971,0.710044355,1.306050113,1.902045565,2.465737882,3.005876601,3.57363824,3.681869368,2.461306227,0.253833359,-1.735029235,-2.404873087,-1.630557862,-0.505522405,0.302910498,0.834904388,1.177627774,1.365612601,1.424248856,1.400787593,1.302794902,1.118382687,0.868032766,0.598613665,0.370152431,0.207248021,0.089893482,-0.012514788,-0.122061685,-0.27122842,-0.438845198,-0.567746524,-0.649813125,-0.694860925,-0.724719664,-0.760956094,-0.776387121,-0.75767038,-0.707111763,-0.636513216,-0.548144358
citric-acid,-2.477982874,-2.25356588,-1.985591303,-1.597006485,-1.134973428,-0.75786334,-0.530015631,-0.398140527,-0.242473907,0.006003585,0.341272093,0.67678051,0.764072845,0.42192028,-0.200300168,-0.694104814,-0.788639137,-0.513851977,-0.179679767,0.016636784,0.085342866,0.058463586,-0.037102165,-0.163294203,-0.282063658,-0.386292284,-0.455414762,-0.505258079,-0.525700019,-0.520603315,-0.493712077,-0.421282141,-0.306584362,-0.203967367,-0.154526837,-0.078674241,0.170233943,0.582862709,0.804929222,0.549273042,-0.041556294,-0.639073348,-1.033344575,-1.210808388,-1.217751395,-0.980624411,-0.47575076,0.158448797,0.690045855,0.853902217,0.596754402,0.130461341,-0.184133695,-0.209029925,-0.076984654,0.039472693,0.008215268,-0.078349772,-0.13957263,-0.131950567,-0.052321858,-0.009287601,-0.023335113,-0.054132143,-0.07830113,-0.090689292,-0.072082857,0.019643772,0.25224616,0.647161411,0.990792324,0.942263067,0.48757214,-0.100985154,-0.47716291,-0.517724254,-0.382303676,-0.258639736,-0.165764438,-0.015776615,0.243890158,0.703414122,1.297942308,1.890120535,2.453110718,3.001780086,3.582464215,3.696684431,2.469181115,0.244508653,-1.748753716,-2.409928347,-1.62443343,-0.489948761,0.320046767,0.854353042,1.19958431,1.392579673,1.455441058,1.431984963,1.329945793,1.138002597,0.88318956,0.602589796,0.3722971,0.210234132,0.086907223,-0.01724554,-0.138661799,-0.288356481,-0.449931821,-0.583104717,-0.664891401,-0.711329252,-0.746204953,-0.778022004,-0.793187611,-0.77632074,-0.722198011,-0.649807536,-0.556595206
citric-acid,-2.537389145,-2.305836862,-2.025340413,-1.624579709,-1.168333478,-0.770068241,-0.533092699,-0.40457729,-0.244346232,0.009807481,0.371447606,0.726068033,0.825504927,0.46248326,-0.198982446,-0.725929615,-0.830582562,-0.541406454,-0.182379074,0.027075911,0.104837919,0.075960374,-0.024501248,-0.147368231,-0.276823616,-0.388347417,-0.470056388,-0.522696407,-0.542702373,-0.535437898,-0.507602968,-0.434913551,-0.314707259,-0.205815333,-0.149612821,-0.069739293,0.195343364,0.632776777,0.872410318,0.60246949,-0.016778341,-0.639453277,-1.048582844,-1.22927031,-1.23500921,-0.984862329,-0.463948925,0.178058662,0.709607586,0.865116961,0.596944801,0.115625259,-0.208081978,-0.227468433,-0.086837386,0.041952186,0.013368078,-0.077391069,-0.138156152,-0.128948255,-0.042981176,0.003533204,-0.011669084,-0.04361953,-0.069777218,-0.08521654,-0.067926083,0.026520032,0.266734708,0.677855709,1.038991835,0.992363596,0.525627924,-0.0774385,-0.45815712,-0.497177942,-0.367193963,-0.251419962,-0.161725398,-0.010679217,0.251592827,0.712486596,1.30708359,1.898782777,2.451351008,2.972666065,3.522502102,3.638038863,2.4550421,0.273520355,-1.716168128,-2.412816459,-1.663943424,-0.537700871,0.275554492,0.814944926,1.162341868,1.355947186,1.419375585,1.395187031,1.292156095,1.101524766,0.849707848,0.574866218,0.352982128,0.195643081,0.083239712,-0.017920216,-0.133542681,-0.27815067,-0.440520615,-0.567939255,-0.651871327,-0.694816341,-0.721819068,-0.754719261,-0.768169492,-0.749003969,-0.701370461,-0.637894862,-0.553716855
citric-acid,-2.505493847,-2.279742969,-2.025012837,-1.628111069,-1.157617614,-0.773159784,-0.535101501,-0.4010581,-0.247000909,0.008705005,0.355823059,0.698158901,0.795199224,0.444387645,-0.197283421,-0.706128805,-0.807169618,-0.525384747,-0.179371999,0.019900174,0.092839869,0.069285171,-0.03521556,-0.159036069,-0.278559349,-0.384921503,-0.458889556,-0.51639083,-0.538196641,-0.530584852,-0.497713067,-0.425228543,-0.309542455,-0.204015839,-0.153019726,-0.072268906,0.18509934,0.608668718,0.842090271,0.58065333,-0.025805978,-0.63372028,-1.036608124,-1.214343268,-1.221146076,-0.980382093,-0.470211034,0.164510134,0.695841072,0.855325293,0.596447622,0.12266505,-0.196088714,-0.216288563,-0.080625758,0.041228217,0.010368491,-0.078272795,-0.139222855,-0.130967832,-0.0458898,-0.001711716,-0.016816952,-0.048535192,-0.07422963,-0.086178123,-0.070510699,0.021869348,0.258303897,0.661781548,1.013588167,0.965773338,0.506829646,-0.085463805,-0.460136181,-0.502791359,-0.372977599,-0.255843694,-0.164292998,-0.012088157,0.246974831,0.706354271,1.29667859,1.885658182,2.442725566,2.979620811,3.554510257,3.669894904,2.448219523,0.234450852,-1.756704718,-2.425048755,-1.641970785,-0.512250218,0.296425807,0.835297937,1.179206131,1.372053802,1.436363163,1.414599703,1.319074208,1.129879278,0.867038189,0.595405861,0.369332182,0.214148819,0.096924192,-0.012988765,-0.13114369,-0.280476812,-0.44083661,-0.573721261,-0.654889809,-0.703742853,-0.736134232,-0.766370584,-0.780049189,-0.758604075,-0.705568399,-0.632567592,-0.540741848
citric-acid,-2.521461025,-2.302111554,-2.030321687,-1.632133189,-1.165483524,-0.775780428,-0.542347689,-0.40116217,-0.24492034,0.012097151,0.36589248,0.712891758,0.8057814,0.450102881,-0.19754995,-0.708886215,-0.808392043,-0.527308046,-0.181752909,0.023545553,0.098821056,0.068877808,-0.033781001,-0.157891975,-0.27659291,-0.386234269,-0.465228262,-0.522541548,-0.54376969,-0.530941662,-0.497556065,-0.425438104,-0.308540957,-0.203080438,-0.151063128,-0.071706627,0.187202885,0.614747521,0.845471923,0.583729645,-0.021914573,-0.63222271,-1.037525235,-1.222817955,-1.229823682,-0.985560707,-0.470702982,0.169467758,0.703465777,0.864352412,0.600923851,0.124099389,-0.19505527,-0.215022826,-0.080474846,0.041048166,0.012444155,-0.076014678,-0.136631421,-0.128671246,-0.04584101,-0.000838428,-0.016901181,-0.047867809,-0.072008458,-0.085499781,-0.067738989,0.025924718,0.262517943,0.668082098,1.02300749,0.975966271,0.515280377,-0.083230326,-0.462906605,-0.505130037,-0.374362409,-0.253044935,-0.159729639,-0.006945374,0.254209669,0.712905358,1.306764124,1.897896724,2.455280433,2.991412489,3.550957643,3.65568303,2.440418166,0.239276916,-1.738683636,-2.405044721,-1.632476789,-0.508242633,0.297947314,0.82843797,1.170690114,1.361270848,1.421686822,1.399321484,1.295738391,1.109303086,0.858286891,0.582754279,0.357006217,0.192599573,0.081425508,-0.018517584,-0.134054757,-0.281545078,-0.446318666,-0.573929746,-0.650853221,-0.693305941,-0.724327838,-0.75693568,-0.775715747,-0.756300887,-0.706094248,-0.638653268,-0.547554562
citric-acid,-2.524994666,-2.294392304,-2.01170882,-1.618567785,-1.14922656,-0.767205159,-0.534278165,-0.398982321,-0.252197664,0.006417017,0.359926334,0.70706164,0.805376836,0.444497614,-0.198175271,-0.706288525,-0.805387267,-0.519636323,-0.182577179,0.018649319,0.09375383,0.066538696,-0.031001844,-0.157354451,-0.277964305,-0.389366738,-0.467865271,-0.522498131,-0.541918455,-0.530589078,-0.500023203,-0.425412836,-0.311144338,-0.206523087,-0.154732275,-0.074434753,0.184130117,0.610267399,0.842860679,0.579256943,-0.030695412,-0.645000685,-1.048383932,-1.23026538,-1.238699591,-0.994277499,-0.475131916,0.170930237,0.711367392,0.872817659,0.608758265,0.13254967,-0.188594328,-0.209282585,-0.07492129,0.045584378,0.014180785,-0.07404258,-0.135652626,-0.128969429,-0.045248941,-0.002047527,-0.017839502,-0.049110882,-0.073075052,-0.086001405,-0.068576049,0.025209679,0.262813674,0.667848502,1.019755553,0.970962093,0.506809043,-0.092881672,-0.47402524,-0.515228385,-0.380448843,-0.256590969,-0.161310244,-0.008981045,0.251764562,0.71209509,1.309738297,1.901498411,2.458427902,2.991297148,3.55242566,3.660353051,2.448718236,0.250815463,-1.730863389,-2.400278924,-1.630100954,-0.504918918,0.300918069,0.830355923,1.174549104,1.363244597,1.424403218,1.398077699,1.292540006,1.108537924,0.858533756,0.586137706,0.363989769,0.200521054,0.079575377,-0.021664914,-0.14231627,-0.283402611,-0.443437455,-0.569405173,-0.645741942,-0.696149202,-0.727411607,-0.761582489,-0.773393732,-0.755723785,-0.705508743,-0.641238267,-0.553973215
citric-acid,-2.502806621,-2.274116349,-2.007825186,-1.609616014,-1.147844903,-0.771365072,-0.533997134,-0.398099024,-0.239431583,0.015081873,0.360858796,0.709509921,0.799896655,0.443311624,-0.20038681,-0.711794823,-0.806228187,-0.518650693,-0.178288097,0.020523115,0.094007922,0.067423719,-0.032356787,-0.163149334,-0.285117147,-0.393523503,-0.469774111,-0.521360939,-0.541350127,-0.53281094,-0.502421603,-0.428461939,-0.3098521,-0.206809281,-0.155644343,-0.075349487,0.181198584,0.602560718,0.829523264,0.568040604,-0.037335253,-0.649268855,-1.054610735,-1.237872907,-1.24645372,-1.002572663,-0.483310585,0.167795371,0.715011444,0.884703956,0.624775845,0.145600996,-0.178789169,-0.202995765,-0.069451462,0.049501255,0.015799145,-0.073606344,-0.135911172,-0.129359978,-0.046653877,-0.002434186,-0.019259747,-0.050797105,-0.074328604,-0.086625917,-0.0673034,0.025318107,0.263210745,0.667560868,1.016836874,0.966010695,0.500245593,-0.102633153,-0.485426727,-0.525256515,-0.38601395,-0.258625523,-0.163628052,-0.010831385,0.252098066,0.718426987,1.315230324,1.907989003,2.46725177,3.003322373,3.566480223,3.664596967,2.446687832,0.250715329,-1.720618216,-2.381472852,-1.61390262,-0.495405439,0.306730323,0.833064655,1.175232493,1.364825559,1.421803331,1.39789535,1.292236633,1.108408734,0.855047079,0.578203563,0.356614022,0.192188399,0.074725676,-0.023147804,-0.138795507,-0.285820432,-0.445234509,-0.576017522,-0.648661512,-0.696099842,-0.735941548,-0.767285076,-0.780595504,-0.760118681,-0.711165709,-0.643945826,-0.560064897
flour,-2.725822854,-2.648859648,-2.414362729,-2.076426277,-1.347292533,-0.708602411,-0.252593399,0.109792341,0.266200946,0.283045812,0.141733103,-0.018177141,-0.165130605,-0.268295331,-0.364944218,-0.446534604,-0.482012116,-0.508473443,-0.500321688,-0.483015038,-0.458266592,-0.447309026,-0.419843255,-0.409588908,-0.373127715,-0.36817246,-0.343610988,-0.269779603,-0.217029792,-0.157007005,-0.128720722,-0.010144853,0.213462006,0.512979579,0.878673569,1.170640422,1.363172036,1.368241106,1.220737263,1.062724809,0.888511898,0.726638859,0.547776156,0.237672683,-0.117607923,-0.443023726,-0.640966508,-0.639901189,-0.543183273,-0.457704473,-0.414734073,-0.380721048,-0.351314984,-0.307527114,-0.270037671,-0.267334152,-0.278752632,-0.297042419,-0.303798498,-0.274669634,-0.207461053,-0.097458176,0.056111898,0.229840415,0.415607036,0.603916291,0.77211602,0.907204984,0.976350706,0.962765715,0.891914396,0.803825564,0.733394937,0.740198847,0.911667366,1.34898514,1.96770825,2.548255981,2.936483206,3.087697621,3.008284616,2.737958847,2.278388952,1.72098147,1.207384685,0.772214942,0.450154894,0.218981771,0.034164153,-0.152674309,-0.317611771,-0.439190752,-0.536281529,-0.599868025,-0.644507062,-0.66581779,-0.657547436,-0.633908226,-0.593238045,-0.540913492,-0.473452713,-0.403685193,-0.345901424,-0.317021497,-0.331794645,-0.379093719,-0.444960867,-0.522801983,-0.610039646,-0.693555216,-0.776468555,-0.837017805,-0.874746401,-0.880234968,-0.855118443,-0.833925119,-0.820640157,-0.805885489,-0.766026255,-0.683028126,-0.570901133
flour,-2.716561703,-2.61845818,-2.41796245,-2.124149075,-1.417338526,-0.731716296,-0.243197465,0.133593492,0.310802078,0.318493099,0.193467003,0.03131433,-0.122924237,-0.21313466,-0.29722168,-0.391280615,-0.447607733,-0.498078552,-0.516500786,-0.485537627,-0.471226007,-0.461535202,-0.42124238,-0.425220942,-0.374120876,-0.368522678,-0.348732907,-0.266344555,-0.210600665,-0.146520502,-0.112143003,0.002298936,0.241596903,0.579188468,0.976417452,1.299557342,1.506533617,1.530160895,1.399027402,1.233912564,1.046897127,0.893612936,0.765632681,0.525911547,0.210377644,-0.126017451,-0.45231058,-0.693168159,-0.831533493,-0.88709331,-0.829661758,-0.698651313,-0.575622002,-0.45417131,-0.368497668,-0.342824587,-0.335993905,-0.342457443,-0.342250361,-0.309709583,-0.242950368,-0.126288558,0.032829925,0.20906913,0.39400375,0.582741863,0.758919045,0.89390205,0.967412916,0.956424601,0.905230498,0.863856251,0.830914316,0.88190934,1.079395889,1.475174303,1.992683518,2.45685879,2.787557648,2.942569518,2.864790976,2.574280899,2.087360696,1.536915547,1.049906309,0.636111821,0.335775885,0.105380414,-0.070204535,-0.230817604,-0.365518498,-0.474071125,-0.563461226,-0.614649327,-0.646269743,-0.641723958,-0.630059378,-0.59922527,-0.552085759,-0.505642522,-0.453029862,-0.40596238,-0.363436681,-0.343964034,-0.341230961,-0.371365794,-0.423791381,-0.492097203,-0.580326849,-0.659693014,-0.726563273,-0.779684132,-0.814606846,-0.815700275,-0.793079392,-0.768579772,-0.783145492,-0.796787849,-0.768152604,-0.677035825,-0.541727692
flour,-2.717510291,-2.681653866,-2.425944808,-2.076939977,-1.376135203,-0.748905744,-0.304835813,0.091246599,0.278753731,0.324648447,0.202661361,0.003513946,-0.183292132,-0.270983029,-0.338624551,-0.425977532,-0.468866788,-0.497476056,-0.509814672,-0.471397553,-0.467622598,-0.466570336,-0.437020783,-0.430000404,-0.377698143,-0.370479556,-0.348330473,-0.268288591,-0.202443186,-0.148253238,-0.118639115,-0.001930918,0.22236047,0.539151868,0.924158797,1.240961915,1.44276578,1.448987989,1.306577194,1.140843135,0.952090138,0.792672788,0.63009813,0.353234587,0.020755546,-0.312323143,-0.561181147,-0.665231021,-0.659899075,-0.628029837,-0.597338965,-0.533888279,-0.465978432,-0.378872532,-0.312399538,-0.30726852,-0.304670047,-0.313640693,-0.313035813,-0.285783759,-0.222473304,-0.111652539,0.040717642,0.220942664,0.407917649,0.600556321,0.773840918,0.906756558,0.973186646,0.956555578,0.896384641,0.836492074,0.783135982,0.806515965,0.992016423,1.408819752,1.980009879,2.507541881,2.873069572,3.028446364,2.95306028,2.669250032,2.187970441,1.636552993,1.141392551,0.719876806,0.398600609,0.15594629,-0.023855945,-0.184760379,-0.329567463,-0.446363776,-0.542947879,-0.598872096,-0.639817677,-0.656239444,-0.64350661,-0.616080835,-0.570214584,-0.512630609,-0.453443387,-0.397702309,-0.349685489,-0.324946094,-0.330821177,-0.368345731,-0.430197357,-0.504116239,-0.590369237,-0.67403946,-0.747469624,-0.804610927,-0.839862471,-0.845985576,-0.817838759,-0.79390936,-0.795941674,-0.803434655,-0.774645283,-0.688419494,-0.561095334
flour,-2.755108719,-2.668645986,-2.468989325,-2.191920999,-1.473927655,-0.776945261,-0.218476373,0.191349802,0.383134857,0.391639969,0.22198237,0.023378273,-0.170771608,-0.262087941,-0.324192176,-0.389174731,-0.397298166,-0.443165369,-0.455469549,-0.451373402,-0.479916581,-0.47490067,-0.438920683,-0.425169474,-0.373893861,-0.379987912,-0.369515391,-0.269035848,-0.19869702,-0.117126251,-0.073039553,0.045761492,0.278819849,0.61949256,1.02977419,1.361978187,1.607126276,1.644465743,1.50965687,1.334866299,1.149935699,1.018796045,0.918771957,0.698404376,0.423076223,0.116512492,-0.268663024,-0.66668179,-0.982407747,-1.130671735,-1.06322008,-0.854863534,-0.673375901,-0.516757309,-0.413002029,-0.378671715,-0.347001339,-0.338893644,-0.333000269,-0.299601524,-0.232851251,-0.123441636,0.036644516,0.208125904,0.396650961,0.590189962,0.752332056,0.889822509,0.955782867,0.960136744,0.925777903,0.900357003,0.892443098,0.973387248,1.194795589,1.549031622,1.984743005,2.367442536,2.652488708,2.788121926,2.7028721,2.385658781,1.903040419,1.370952526,0.893998336,0.503667222,0.21297065,0.010010708,-0.140855178,-0.287199957,-0.412512144,-0.499309337,-0.579993788,-0.618600267,-0.642116714,-0.644296604,-0.616539405,-0.582541584,-0.530739689,-0.483432342,-0.445468222,-0.419611542,-0.38381354,-0.357884066,-0.357053819,-0.380435498,-0.435712822,-0.490416646,-0.560844007,-0.630002389,-0.697230743,-0.748675552,-0.786056335,-0.784701773,-0.751257778,-0.734580046,-0.734176727,-0.743347807,-0.710585519,-0.617153237,-0.492368316
flour,-2.746273922,-2.615186529,-2.417455813,-2.153913791,-1.420435586,-0.741917867,-0.224837789,0.154964742,0.339330782,0.393747142,0.249319806,0.062547748,-0.121789602,-0.232113222,-0.301754173,-0.389719242,-0.43162075,-0.485912457,-0.497396442,-0.464939938,-0.456004432,-0.478148301,-0.453757694,-0.436405084,-0.391045916,-0.358444972,-0.343480572,-0.264141352,-0.201067484,-0.127327795,-0.08565383,0.034051478,0.268056469,0.602445419,1.031878987,1.38193772,1.617476152,1.661057519,1.519837546,1.342482792,1.160623679,1.01394367,0.918118481,0.70394038,0.444485224,0.128299696,-0.276765029,-0.684723506,-1.000587506,-1.133857331,-1.070170087,-0.867550169,-0.691194624,-0.529450294,-0.423705229,-0.377122276,-0.343144204,-0.342591176,-0.332754403,-0.306350537,-0.242296256,-0.131192065,0.028521199,0.208650986,0.39867097,0.588341725,0.754628996,0.886317894,0.962766331,0.964075197,0.920573965,0.901460371,0.891260519,0.980418704,1.206947431,1.560990141,1.998409471,2.37830203,2.657888786,2.79505454,2.70871096,2.39465642,1.907052036,1.371482624,0.896499939,0.49109291,0.199204993,-0.005037403,-0.146808425,-0.288815893,-0.413605298,-0.502816906,-0.591936508,-0.630592068,-0.655868114,-0.644987612,-0.618640137,-0.587267924,-0.545133927,-0.501554538,-0.456805778,-0.420461261,-0.378264937,-0.362979009,-0.364288864,-0.39122795,-0.435234723,-0.493054332,-0.569643252,-0.635790926,-0.702505479,-0.751263939,-0.788651196,-0.787358159,-0.754563309,-0.735626803,-0.736736816,-0.746404416,-0.715710875,-0.623465033,-0.503223515
flour,-2.748844519,-2.656650226,-2.44754464,-2.177634473,-1.462737617,-0.789039696,-0.247364626,0.180288561,0.388073977,0.368007599,0.193235279,0.041015116,-0.113477196,-0.203526337,-0.28968093,-0.40441852,-0.443710542,-0.479843413,-0.495215855,-0.466927213,-0.485003985,-0.481151768,-0.436457978,-0.426744249,-0.368844826,-0.37163382,-0.360409918,-0.272752046,-0.193713176,-0.116194323,-0.082881949,0.035868325,0.27756664,0.62195169,1.031065407,1.364257075,1.608453965,1.6538103,1.513950113,1.342424563,1.156403731,1.029604459,0.922068241,0.710900198,0.435673912,0.111303063,-0.266088193,-0.673281215,-0.988610725,-1.135455701,-1.067832705,-0.860677347,-0.68310619,-0.531811425,-0.421688029,-0.369145089,-0.344104201,-0.336134946,-0.333328232,-0.299268648,-0.230356985,-0.117855118,0.038015447,0.208586064,0.391780493,0.58582768,0.753815058,0.885554382,0.964157133,0.965025432,0.930950096,0.90147025,0.890326091,0.976545658,1.207342975,1.571635906,1.995611127,2.363520987,2.644194326,2.788961094,2.701753122,2.382303621,1.896688005,1.361328287,0.892395439,0.492744414,0.202127964,0.012312013,-0.142419524,-0.295964779,-0.422295445,-0.514762436,-0.582413982,-0.61291472,-0.636408026,-0.638941058,-0.619412198,-0.587953575,-0.538658389,-0.49144338,-0.456765551,-0.419973089,-0.382560412,-0.358556168,-0.355252299,-0.379765512,-0.431002066,-0.489405535,-0.564619752,-0.632571561,-0.693304277,-0.747412519,-0.782811962,-0.785676759,-0.747463712,-0.724316938,-0.727938789,-0.737142566,-0.709243773,-0.61086703,-0.489508904
